"listing_id","price","nbhood_full"
23906042,"190 dollars","Bronx, Morris Park"
23913344,"300 dollars","Brooklyn, Boerum Hill"
23917121,"125 dollars","Brooklyn, Bedford-Stuyvesant"
23917760,"45 dollars","Brooklyn, Sunset Park"
23921983,"50 dollars","Queens, Flushing"
23922092,"199 dollars","Manhattan, East Harlem"
23922930,"49 dollars","Queens, Flushing"
23924218,"105 dollars","Brooklyn, Williamsburg"
23925434,"50 dollars","Brooklyn, Bedford-Stuyvesant"
23926049,"95 dollars","Brooklyn, Greenpoint"
23926532,"47 dollars","Brooklyn, East Flatbush"
23926896,"100 dollars","Manhattan, Inwood"
23932185,"65 dollars","Brooklyn, Greenpoint"
23933041,"105 dollars","Manhattan, Hell's Kitchen"
23934000,"50 dollars","Brooklyn, Flatbush"
23935141,"175 dollars","Brooklyn, Flatbush"
23937672,"75 dollars","Queens, South Ozone Park"
23940102,"125 dollars","Manhattan, Upper East Side"
23942226,"60 dollars","Brooklyn, Bushwick"
23942859,"148 dollars","Manhattan, Upper East Side"
23943070,"50 dollars","Brooklyn, Bedford-Stuyvesant"
23943948,"1000 dollars","Manhattan, East Village"
23946148,"135 dollars","Brooklyn, Sunset Park"
23946427,"140 dollars","Brooklyn, Midwood"
23946641,"159 dollars","Manhattan, Upper East Side"
23946797,"50 dollars","Manhattan, East Harlem"
23955348,"600 dollars","Manhattan, East Village"
23957942,"200 dollars","Brooklyn, Bushwick"
23958542,"49 dollars","Brooklyn, Canarsie"
23961249,"35 dollars","Brooklyn, Crown Heights"
23961333,"180 dollars","Brooklyn, Bedford-Stuyvesant"
23961376,"100 dollars","Manhattan, East Village"
23963981,"155 dollars","Brooklyn, Canarsie"
23964318,"80 dollars","Manhattan, Upper East Side"
23964830,"70 dollars","Manhattan, East Harlem"
23965460,"70 dollars","Manhattan, Inwood"
23966710,"38 dollars","Queens, Astoria"
23970993,"75 dollars","Manhattan, Upper West Side"
23973305,"120 dollars","Manhattan, Upper East Side"
23975246,"160 dollars","Brooklyn, Williamsburg"
23976566,"28 dollars","Queens, Rosedale"
23976700,"210 dollars","Manhattan, Chinatown"
23979650,"80 dollars","Manhattan, Financial District"
23980622,"65 dollars","Manhattan, Harlem"
23986569,"65 dollars","Manhattan, Harlem"
23990829,"39 dollars","Manhattan, Harlem"
23990868,"88 dollars","Brooklyn, Bedford-Stuyvesant"
23992091,"159 dollars","Brooklyn, East Flatbush"
23992731,"99 dollars","Brooklyn, Bushwick"
23995936,"620 dollars","Manhattan, Midtown"
23996479,"37 dollars","Staten Island, Tompkinsville"
23996716,"200 dollars","Manhattan, SoHo"
23997663,"75 dollars","Brooklyn, Bushwick"
23998608,"50 dollars","Staten Island, New Springville"
24006208,"50 dollars","Queens, Kew Gardens"
24014159,"55 dollars","Brooklyn, Canarsie"
24014307,"48 dollars","Manhattan, Washington Heights"
24016962,"99 dollars","Brooklyn, Brighton Beach"
24017521,"74 dollars","Manhattan, East Harlem"
24017674,"65 dollars","Brooklyn, Bushwick"
24018753,"158 dollars","Brooklyn, Prospect Heights"
24019172,"40 dollars","Staten Island, New Brighton"
24020883,"325 dollars","Queens, Rockaway Beach"
24021725,"215 dollars","Manhattan, East Village"
24022413,"65 dollars","Brooklyn, East Flatbush"
24024322,"230 dollars","Queens, Elmhurst"
24024456,"188 dollars","Queens, Elmhurst"
24024496,"140 dollars","Manhattan, East Harlem"
24024721,"60 dollars","Queens, Jamaica"
24033132,"95 dollars","Brooklyn, Clinton Hill"
24034429,"175 dollars","Manhattan, East Village"
24034853,"45 dollars","Brooklyn, Bedford-Stuyvesant"
24034953,"70 dollars","Brooklyn, Fort Greene"
24034969,"60 dollars","Manhattan, East Harlem"
24037479,"119 dollars","Manhattan, East Village"
24038323,"120 dollars","Brooklyn, Williamsburg"
24039069,"125 dollars","Manhattan, Upper East Side"
24039582,"45 dollars","Brooklyn, Bedford-Stuyvesant"
24039926,"89 dollars","Manhattan, Hell's Kitchen"
24040279,"75 dollars","Brooklyn, Williamsburg"
24041042,"240 dollars","Manhattan, Tribeca"
24041631,"40 dollars","Brooklyn, Bedford-Stuyvesant"
24041916,"100 dollars","Queens, Ditmars Steinway"
24042332,"60 dollars","Brooklyn, Bushwick"
24042606,"45 dollars","Brooklyn, Bushwick"
24042844,"50 dollars","Bronx, Mott Haven"
24043603,"175 dollars","Brooklyn, Bedford-Stuyvesant"
24044039,"60 dollars","Queens, Flushing"
24044352,"99 dollars","Queens, Astoria"
24046484,"70 dollars","Brooklyn, Williamsburg"
24056066,"260 dollars","Manhattan, Upper West Side"
24057278,"159 dollars","Queens, Flushing"
24057583,"60 dollars","Staten Island, Clifton"
24060140,"78 dollars","Manhattan, East Village"
24062062,"180 dollars","Brooklyn, Bushwick"
24065326,"250 dollars","Brooklyn, Williamsburg"
24065408,"50 dollars","Brooklyn, Boerum Hill"
24066280,"42 dollars","Queens, Astoria"
24075850,"100 dollars","Manhattan, Midtown"
24077483,"110 dollars","Manhattan, Hell's Kitchen"
24077570,"155 dollars","Brooklyn, Bedford-Stuyvesant"
24078552,"150 dollars","Queens, Forest Hills"
24078852,"119 dollars","Manhattan, Greenwich Village"
24080143,"89 dollars","Manhattan, Chelsea"
24080464,"399 dollars","Manhattan, Upper East Side"
24082591,"275 dollars","Manhattan, Washington Heights"
24083340,"140 dollars","Manhattan, Little Italy"
24085451,"100 dollars","Manhattan, East Harlem"
24086457,"649 dollars","Manhattan, Little Italy"
24086562,"85 dollars","Manhattan, Harlem"
24086704,"79 dollars","Bronx, Kingsbridge"
24089034,"96 dollars","Brooklyn, Bedford-Stuyvesant"
24095408,"70 dollars","Brooklyn, Williamsburg"
24098320,"90 dollars","Brooklyn, Bedford-Stuyvesant"
24099108,"100 dollars","Brooklyn, Crown Heights"
24099296,"412 dollars","Manhattan, Kips Bay"
24100492,"412 dollars","Manhattan, Kips Bay"
24101160,"412 dollars","Manhattan, Kips Bay"
24103428,"120 dollars","Brooklyn, Bedford-Stuyvesant"
24104871,"70 dollars","Manhattan, Harlem"
24105640,"99 dollars","Manhattan, Harlem"
24115364,"54 dollars","Manhattan, Harlem"
24115562,"35 dollars","Bronx, Pelham Gardens"
24116050,"39 dollars","Brooklyn, Bushwick"
24116969,"148 dollars","Manhattan, Chinatown"
24117055,"60 dollars","Queens, Rosedale"
24118031,"95 dollars","Bronx, Concourse"
24119086,"65 dollars","Manhattan, East Harlem"
24119876,"190 dollars","Queens, Arverne"
24121036,"55 dollars","Brooklyn, Bedford-Stuyvesant"
24121842,"49 dollars","Brooklyn, Bedford-Stuyvesant"
24121885,"100 dollars","Manhattan, Upper East Side"
24122599,"52 dollars","Brooklyn, Kensington"
24122725,"35 dollars","Bronx, Kingsbridge"
24122836,"45 dollars","Queens, Flushing"
24129287,"41 dollars","Brooklyn, Bushwick"
24131620,"265 dollars","Manhattan, Financial District"
24131689,"250 dollars","Manhattan, Upper West Side"
24131817,"130 dollars","Manhattan, SoHo"
24133244,"225 dollars","Manhattan, Hell's Kitchen"
24135740,"650 dollars","Manhattan, East Village"
24136557,"500 dollars","Manhattan, East Village"
24136740,"750 dollars","Manhattan, East Village"
24139165,"199 dollars","Brooklyn, Williamsburg"
24140119,"69 dollars","Queens, South Ozone Park"
24149436,"165 dollars","Manhattan, Upper East Side"
24153494,"125 dollars","Manhattan, Hell's Kitchen"
24154729,"90 dollars","Brooklyn, Williamsburg"
24156857,"172 dollars","Brooklyn, Boerum Hill"
24157013,"100 dollars","Brooklyn, Carroll Gardens"
24158806,"220 dollars","Brooklyn, Prospect Heights"
24158816,"264 dollars","Manhattan, West Village"
24160395,"200 dollars","Brooklyn, Williamsburg"
24162064,"160 dollars","Manhattan, Midtown"
24162261,"135 dollars","Queens, Jackson Heights"
24162615,"55 dollars","Queens, Flushing"
24162681,"50 dollars","Brooklyn, Bedford-Stuyvesant"
24164956,"185 dollars","Manhattan, Midtown"
24166066,"180 dollars","Manhattan, West Village"
24169179,"70 dollars","Brooklyn, Bedford-Stuyvesant"
24171777,"450 dollars","Brooklyn, Gowanus"
24177822,"44 dollars","Brooklyn, Bushwick"
24178083,"45 dollars","Brooklyn, Sunset Park"
24178481,"71 dollars","Brooklyn, Bedford-Stuyvesant"
24179288,"60 dollars","Brooklyn, Bushwick"
24179556,"65 dollars","Brooklyn, Bushwick"
24181763,"99 dollars","Brooklyn, Cypress Hills"
24181925,"79 dollars","Brooklyn, Bedford-Stuyvesant"
24182137,"339 dollars","Manhattan, Midtown"
24184615,"90 dollars","Brooklyn, Fort Greene"
24186326,"158 dollars","Manhattan, Battery Park City"
24186775,"60 dollars","Brooklyn, Bedford-Stuyvesant"
24187794,"99 dollars","Manhattan, Midtown"
24188354,"80 dollars","Brooklyn, Williamsburg"
24194478,"85 dollars","Brooklyn, Greenpoint"
24199249,"115 dollars","Manhattan, East Village"
24200751,"280 dollars","Queens, Ridgewood"
24201129,"250 dollars","Manhattan, Chelsea"
24202365,"55 dollars","Manhattan, Harlem"
24203680,"100 dollars","Manhattan, Harlem"
24204269,"80 dollars","Manhattan, East Harlem"
24204338,"100 dollars","Manhattan, East Harlem"
24204341,"55 dollars","Brooklyn, Bedford-Stuyvesant"
24205303,"300 dollars","Manhattan, Hell's Kitchen"
24205351,"339 dollars","Manhattan, Midtown"
24206202,"140 dollars","Brooklyn, Park Slope"
24207804,"21 dollars","Queens, Elmhurst"
24207931,"125 dollars","Brooklyn, Prospect-Lefferts Gardens"
24208472,"47 dollars","Brooklyn, Bedford-Stuyvesant"
24210296,"150 dollars","Manhattan, SoHo"
24210400,"120 dollars","Manhattan, Hell's Kitchen"
24217712,"47 dollars","Brooklyn, Bushwick"
24222051,"288 dollars","Manhattan, Hell's Kitchen"
24223406,"65 dollars","Brooklyn, Bushwick"
24223602,"300 dollars","Brooklyn, Prospect Heights"
24226175,"160 dollars","Brooklyn, Williamsburg"
24226528,"73 dollars","Brooklyn, Williamsburg"
24226842,"195 dollars","Manhattan, Upper West Side"
24226955,"200 dollars","Manhattan, Midtown"
24230067,"190 dollars","Manhattan, Upper East Side"
24230182,"75 dollars","Brooklyn, Williamsburg"
24232076,"275 dollars","Manhattan, Lower East Side"
24232645,"180 dollars","Brooklyn, Greenpoint"
24242153,"173 dollars","Brooklyn, Williamsburg"
24244796,"199 dollars","Manhattan, Nolita"
24245265,"54 dollars","Manhattan, Harlem"
24246039,"153 dollars","Manhattan, Upper West Side"
24247367,"50 dollars","Queens, Ridgewood"
24250052,"95 dollars","Manhattan, Upper West Side"
24251237,"159 dollars","Manhattan, Greenwich Village"
24251311,"300 dollars","Manhattan, West Village"
24258555,"103 dollars","Brooklyn, Bedford-Stuyvesant"
24258565,"200 dollars","Manhattan, Nolita"
24260247,"350 dollars","Brooklyn, Flatbush"
24260464,"45 dollars","Brooklyn, East Flatbush"
24261171,"168 dollars","Brooklyn, Bedford-Stuyvesant"
24264371,"40 dollars","Brooklyn, East Flatbush"
24265177,"55 dollars","Manhattan, Washington Heights"
24265209,"150 dollars","Manhattan, Upper East Side"
24265333,"79 dollars","Brooklyn, Williamsburg"
24265776,"65 dollars","Brooklyn, Flatbush"
24266025,"70 dollars","Manhattan, Chelsea"
24266063,"199 dollars","Brooklyn, Williamsburg"
24266273,"45 dollars","Queens, Flushing"
24267208,"70 dollars","Brooklyn, Bedford-Stuyvesant"
24267506,"59 dollars","Brooklyn, Bedford-Stuyvesant"
24267706,"49 dollars","Brooklyn, Bedford-Stuyvesant"
24269100,"65 dollars","Queens, Flushing"
24276183,"165 dollars","Manhattan, East Harlem"
24276835,"80 dollars","Brooklyn, Carroll Gardens"
24278899,"100 dollars","Manhattan, Chinatown"
24279693,"54 dollars","Brooklyn, Canarsie"
24279771,"299 dollars","Manhattan, Hell's Kitchen"
24281837,"120 dollars","Queens, Astoria"
24282429,"299 dollars","Manhattan, Hell's Kitchen"
24283298,"130 dollars","Brooklyn, Bedford-Stuyvesant"
24284744,"225 dollars","Manhattan, Hell's Kitchen"
24285044,"95 dollars","Manhattan, Upper West Side"
24285110,"288 dollars","Queens, Rego Park"
24285869,"149 dollars","Manhattan, Lower East Side"
24286512,"95 dollars","Brooklyn, Gowanus"
24286518,"150 dollars","Brooklyn, Prospect-Lefferts Gardens"
24286851,"200 dollars","Manhattan, West Village"
24287062,"150 dollars","Queens, Woodside"
24287261,"175 dollars","Manhattan, Harlem"
24287286,"180 dollars","Queens, Jamaica"
24287367,"70 dollars","Bronx, Concourse Village"
24287826,"100 dollars","Manhattan, Upper East Side"
24287857,"79 dollars","Queens, Astoria"
24287863,"350 dollars","Manhattan, Midtown"
24288869,"75 dollars","Queens, Ridgewood"
24289129,"235 dollars","Manhattan, Hell's Kitchen"
24289567,"50 dollars","Queens, Elmhurst"
24300863,"250 dollars","Manhattan, Greenwich Village"
24304515,"115 dollars","Manhattan, East Village"
24304881,"100 dollars","Manhattan, Harlem"
24305035,"120 dollars","Brooklyn, Williamsburg"
24305252,"65 dollars","Bronx, Kingsbridge"
24305977,"79 dollars","Bronx, Kingsbridge"
24306539,"89 dollars","Manhattan, Lower East Side"
24307110,"300 dollars","Manhattan, Chinatown"
24307675,"220 dollars","Manhattan, East Village"
24308589,"265 dollars","Manhattan, Upper West Side"
24308928,"300 dollars","Queens, Richmond Hill"
24311790,"150 dollars","Manhattan, Lower East Side"
24312275,"150 dollars","Manhattan, Chelsea"
24312987,"68 dollars","Brooklyn, Greenpoint"
24313236,"55 dollars","Manhattan, Upper West Side"
24313434,"70 dollars","Manhattan, Upper West Side"
24313500,"65 dollars","Manhattan, Upper West Side"
24313537,"310 dollars","Manhattan, East Village"
24313701,"88 dollars","Bronx, Wakefield"
24323953,"80 dollars","Manhattan, East Harlem"
24324891,"130 dollars","Brooklyn, Bedford-Stuyvesant"
24327546,"100 dollars","Queens, Ditmars Steinway"
24327950,"250 dollars","Manhattan, East Harlem"
24330532,"200 dollars","Queens, Long Island City"
24332080,"54 dollars","Brooklyn, Crown Heights"
24334422,"120 dollars","Manhattan, Hell's Kitchen"
24335248,"50 dollars","Queens, Fresh Meadows"
24336051,"299 dollars","Manhattan, Upper West Side"
24337254,"138 dollars","Queens, Richmond Hill"
24339196,"42 dollars","Queens, Jackson Heights"
24347151,"85 dollars","Brooklyn, Bedford-Stuyvesant"
24348078,"74 dollars","Queens, Astoria"
24348514,"65 dollars","Brooklyn, Sheepshead Bay"
24351450,"85 dollars","Brooklyn, Bushwick"
24351719,"975 dollars","Manhattan, Lower East Side"
24352862,"130 dollars","Brooklyn, Crown Heights"
24352967,"70 dollars","Brooklyn, East Flatbush"
24355153,"179 dollars","Queens, Rockaway Beach"
24356663,"99 dollars","Brooklyn, Bushwick"
24356861,"125 dollars","Manhattan, Washington Heights"
24357412,"170 dollars","Manhattan, Upper East Side"
24357562,"89 dollars","Manhattan, Lower East Side"
24359329,"80 dollars","Brooklyn, Williamsburg"
24360039,"168 dollars","Manhattan, Upper East Side"
24366289,"150 dollars","Manhattan, Washington Heights"
24366897,"120 dollars","Manhattan, Inwood"
24367577,"190 dollars","Brooklyn, Clinton Hill"
24369797,"195 dollars","Manhattan, East Harlem"
24369857,"112 dollars","Brooklyn, Bedford-Stuyvesant"
24370001,"450 dollars","Manhattan, Harlem"
24372429,"99 dollars","Brooklyn, Bushwick"
24373602,"100 dollars","Brooklyn, Greenpoint"
24373776,"50 dollars","Manhattan, Washington Heights"
24374428,"220 dollars","Manhattan, Roosevelt Island"
24374487,"123 dollars","Brooklyn, Bedford-Stuyvesant"
24376374,"120 dollars","Manhattan, East Village"
24376945,"110 dollars","Manhattan, Harlem"
24378358,"299 dollars","Manhattan, Midtown"
24378513,"55 dollars","Brooklyn, Prospect-Lefferts Gardens"
24379887,"130 dollars","Brooklyn, Williamsburg"
24380794,"150 dollars","Brooklyn, Williamsburg"
24387826,"90 dollars","Manhattan, Chinatown"
24391756,"145 dollars","Brooklyn, South Slope"
24392338,"150 dollars","Manhattan, East Village"
24392740,"60 dollars","Manhattan, Harlem"
24393653,"190 dollars","Manhattan, Chelsea"
24393933,"145 dollars","Manhattan, Upper West Side"
24395202,"50 dollars","Manhattan, Inwood"
24397502,"91 dollars","Brooklyn, Williamsburg"
24397657,"145 dollars","Brooklyn, Bushwick"
24397824,"100 dollars","Manhattan, Morningside Heights"
24398725,"120 dollars","Manhattan, Midtown"
24402527,"69 dollars","Brooklyn, East Flatbush"
24403784,"50 dollars","Queens, Ridgewood"
24405674,"290 dollars","Manhattan, Lower East Side"
24405962,"50 dollars","Brooklyn, Sheepshead Bay"
24408535,"545 dollars","Manhattan, East Village"
24408644,"200 dollars","Brooklyn, Flatlands"
24412104,"10 dollars","Manhattan, Kips Bay"
24412681,"47 dollars","Staten Island, Port Richmond"
24412825,"175 dollars","Manhattan, Upper East Side"
24413589,"75 dollars","Queens, Long Island City"
24414462,"45 dollars","Brooklyn, East New York"
24421357,"23 dollars","Bronx, Morrisania"
24424607,"95 dollars","Manhattan, Upper West Side"
24424840,"199 dollars","Manhattan, Murray Hill"
24426631,"161 dollars","Brooklyn, Williamsburg"
24428060,"65 dollars","Brooklyn, Sheepshead Bay"
24428782,"60 dollars","Brooklyn, Greenpoint"
24428965,"165 dollars","Manhattan, Harlem"
24430382,"69 dollars","Queens, Woodhaven"
24430667,"100 dollars","Brooklyn, Prospect-Lefferts Gardens"
24430682,"89 dollars","Brooklyn, Williamsburg"
24432069,"80 dollars","Queens, Sunnyside"
24432539,"37 dollars","Brooklyn, Cypress Hills"
24432685,"40 dollars","Brooklyn, East Flatbush"
24438437,"60 dollars","Queens, Ridgewood"
24438564,"90 dollars","Queens, Ridgewood"
24441912,"175 dollars","Manhattan, Harlem"
24444586,"50 dollars","Brooklyn, Bushwick"
24445770,"210 dollars","Brooklyn, Greenpoint"
24445876,"350 dollars","Brooklyn, Bedford-Stuyvesant"
24449621,"300 dollars","Manhattan, Midtown"
24452770,"125 dollars","Brooklyn, Boerum Hill"
24453838,"225 dollars","Brooklyn, Williamsburg"
24454114,"90 dollars","Queens, Flushing"
24455779,"65 dollars","Brooklyn, Bushwick"
24460450,"125 dollars","Brooklyn, Cypress Hills"
24465831,"150 dollars","Manhattan, Upper East Side"
24470373,"299 dollars","Manhattan, Upper East Side"
24472398,"60 dollars","Brooklyn, Gowanus"
24472562,"59 dollars","Brooklyn, Flatbush"
24473230,"250 dollars","Brooklyn, Kensington"
24473606,"185 dollars","Manhattan, NoHo"
24474325,"60 dollars","Queens, Woodside"
24475318,"139 dollars","Manhattan, Financial District"
24475331,"80 dollars","Manhattan, Chinatown"
24476209,"33 dollars","Staten Island, Arrochar"
24477757,"89 dollars","Manhattan, East Village"
24479063,"69 dollars","Queens, Woodhaven"
24489174,"68 dollars","Manhattan, East Harlem"
24491178,"185 dollars","Manhattan, SoHo"
24491450,"100 dollars","Brooklyn, Greenpoint"
24491624,"116 dollars","Manhattan, Hell's Kitchen"
24492814,"140 dollars","Brooklyn, Williamsburg"
24493475,"99 dollars","Brooklyn, Bensonhurst"
24493940,"90 dollars","Manhattan, Upper West Side"
24495605,"200 dollars","Brooklyn, Bushwick"
24497080,"125 dollars","Manhattan, Midtown"
24497202,"125 dollars","Manhattan, Kips Bay"
24497265,"125 dollars","Manhattan, Murray Hill"
24498097,"65 dollars","Brooklyn, Sheepshead Bay"
24498872,"85 dollars","Manhattan, Upper West Side"
24508874,"89 dollars","Queens, Woodhaven"
24510046,"300 dollars","Manhattan, Hell's Kitchen"
24512493,"65 dollars","Bronx, Westchester Square"
24515198,"75 dollars","Queens, Sunnyside"
24515524,"145 dollars","Brooklyn, Bedford-Stuyvesant"
24520702,"200 dollars","Brooklyn, Greenpoint"
24521630,"235 dollars","Manhattan, Hell's Kitchen"
24524252,"75 dollars","Brooklyn, Midwood"
24525249,"60 dollars","Manhattan, Lower East Side"
24525290,"247 dollars","Manhattan, Harlem"
24525356,"295 dollars","Brooklyn, Greenpoint"
24525886,"80 dollars","Brooklyn, Bedford-Stuyvesant"
24526035,"99 dollars","Queens, Woodhaven"
24535740,"1000 dollars","Brooklyn, Williamsburg"
24537187,"145 dollars","Manhattan, Financial District"
24537860,"209 dollars","Manhattan, Financial District"
24538208,"101 dollars","Manhattan, East Village"
24539281,"65 dollars","Manhattan, Hell's Kitchen"
24540842,"250 dollars","Manhattan, Midtown"
24541125,"140 dollars","Manhattan, East Harlem"
24541153,"110 dollars","Brooklyn, Brighton Beach"
24541262,"200 dollars","Manhattan, Murray Hill"
24541899,"100 dollars","Manhattan, Harlem"
24541992,"175 dollars","Manhattan, Financial District"
24543645,"112 dollars","Brooklyn, Greenpoint"
24545438,"70 dollars","Brooklyn, Crown Heights"
24553891,"75 dollars","Manhattan, Harlem"
24556525,"50 dollars","Brooklyn, Bushwick"
24556756,"62 dollars","Brooklyn, Kensington"
24558491,"52 dollars","Brooklyn, Red Hook"
24559347,"45 dollars","Manhattan, Washington Heights"
24560314,"160 dollars","Manhattan, Hell's Kitchen"
24560351,"162 dollars","Brooklyn, Clinton Hill"
24560488,"205 dollars","Manhattan, SoHo"
24561950,"61 dollars","Brooklyn, Flatbush"
24562197,"75 dollars","Manhattan, Upper East Side"
24562495,"79 dollars","Queens, Fresh Meadows"
24565942,"32 dollars","Manhattan, Lower East Side"
24569072,"119 dollars","Manhattan, Harlem"
24572398,"150 dollars","Brooklyn, Williamsburg"
24573069,"129 dollars","Manhattan, East Village"
24573377,"35 dollars","Staten Island, Arrochar"
24574987,"51 dollars","Manhattan, East Harlem"
24575718,"78 dollars","Queens, East Elmhurst"
24580806,"75 dollars","Manhattan, Washington Heights"
24580838,"128 dollars","Brooklyn, Williamsburg"
24580943,"160 dollars","Manhattan, Washington Heights"
24583029,"199 dollars","Manhattan, Upper East Side"
24583519,"100 dollars","Brooklyn, Bedford-Stuyvesant"
24583645,"170 dollars","Manhattan, Midtown"
24588491,"99 dollars","Brooklyn, Bedford-Stuyvesant"
24592583,"175 dollars","Manhattan, West Village"
24593351,"400 dollars","Manhattan, Midtown"
24594184,"125 dollars","Bronx, Mott Haven"
24594587,"75 dollars","Manhattan, Harlem"
24596296,"46 dollars","Brooklyn, Bedford-Stuyvesant"
24599215,"240 dollars","Brooklyn, Bushwick"
24599452,"50 dollars","Queens, St. Albans"
24601752,"75 dollars","Bronx, Edenwald"
24604281,"80 dollars","Manhattan, Harlem"
24606241,"150 dollars","Manhattan, Lower East Side"
24606641,"79 dollars","Staten Island, Randall Manor"
24607287,"60 dollars","Queens, Ditmars Steinway"
24607535,"85 dollars","Queens, Long Island City"
24607763,"200 dollars","Brooklyn, Midwood"
24608095,"40 dollars","Queens, Rego Park"
24608893,"89 dollars","Brooklyn, Williamsburg"
24609263,"135 dollars","Brooklyn, Fort Hamilton"
24609530,"260 dollars","Manhattan, East Village"
24611661,"80 dollars","Manhattan, Harlem"
24614703,"130 dollars","Brooklyn, Bedford-Stuyvesant"
24620408,"200 dollars","Queens, Ridgewood"
24621401,"139 dollars","Manhattan, Upper West Side"
24622596,"59 dollars","Manhattan, Lower East Side"
24624154,"75 dollars","Staten Island, Great Kills"
24624171,"159 dollars","Brooklyn, Bedford-Stuyvesant"
24626621,"99 dollars","Brooklyn, Crown Heights"
24627128,"112 dollars","Manhattan, Upper West Side"
24628788,"85 dollars","Brooklyn, Midwood"
24629029,"55 dollars","Queens, Ditmars Steinway"
24629830,"80 dollars","Queens, Ditmars Steinway"
24630495,"180 dollars","Manhattan, Upper West Side"
24632399,"415 dollars","Manhattan, Hell's Kitchen"
24632456,"275 dollars","Queens, Rockaway Beach"
24632516,"115 dollars","Brooklyn, Bushwick"
24632590,"199 dollars","Staten Island, Tompkinsville"
24632914,"120 dollars","Brooklyn, Brownsville"
24633539,"60 dollars","Manhattan, East Village"
24633702,"58 dollars","Brooklyn, Midwood"
24634657,"45 dollars","Queens, Ridgewood"
24635095,"110 dollars","Manhattan, Hell's Kitchen"
24635562,"60 dollars","Queens, Ditmars Steinway"
24645220,"62 dollars","Brooklyn, Crown Heights"
24649878,"50 dollars","Manhattan, Washington Heights"
24650448,"52 dollars","Queens, Astoria"
24652644,"100 dollars","Queens, Woodside"
24652832,"160 dollars","Brooklyn, Bushwick"
24653285,"65 dollars","Brooklyn, Crown Heights"
24653322,"115 dollars","Queens, Ridgewood"
24654607,"95 dollars","Manhattan, East Village"
24655093,"300 dollars","Manhattan, Harlem"
24655787,"69 dollars","Manhattan, East Harlem"
24656086,"169 dollars","Brooklyn, Sunset Park"
24656108,"134 dollars","Brooklyn, Williamsburg"
24656571,"35 dollars","Queens, Long Island City"
24656728,"120 dollars","Manhattan, Hell's Kitchen"
24656865,"140 dollars","Manhattan, Harlem"
24659224,"139 dollars","Manhattan, Hell's Kitchen"
24659877,"80 dollars","Manhattan, Upper West Side"
24670583,"40 dollars","Bronx, Clason Point"
24670846,"91 dollars","Brooklyn, Canarsie"
24670932,"295 dollars","Manhattan, East Village"
24673382,"76 dollars","Manhattan, East Harlem"
24673759,"400 dollars","Brooklyn, Williamsburg"
24674269,"48 dollars","Brooklyn, Bedford-Stuyvesant"
24677673,"65 dollars","Manhattan, East Harlem"
24677926,"650 dollars","Manhattan, East Village"
24692025,"55 dollars","Queens, Woodside"
24693488,"44 dollars","Manhattan, Harlem"
24694397,"200 dollars","Queens, Ridgewood"
24694832,"150 dollars","Brooklyn, Crown Heights"
24695406,"100 dollars","Bronx, Wakefield"
24699301,"128 dollars","Queens, Jamaica"
24699402,"200 dollars","Manhattan, Hell's Kitchen"
24699629,"190 dollars","Brooklyn, Bushwick"
24699739,"40 dollars","Brooklyn, South Slope"
24700123,"59 dollars","Queens, Astoria"
24700856,"599 dollars","Brooklyn, Flatbush"
24700919,"125 dollars","Brooklyn, Bushwick"
24700984,"115 dollars","Brooklyn, Bedford-Stuyvesant"
24712037,"198 dollars","Brooklyn, Bedford-Stuyvesant"
24713329,"78 dollars","Brooklyn, Prospect-Lefferts Gardens"
24714137,"160 dollars","Manhattan, Lower East Side"
24714364,"90 dollars","Brooklyn, Bushwick"
24715620,"43 dollars","Brooklyn, Sunset Park"
24715821,"60 dollars","Brooklyn, Williamsburg"
24716751,"57 dollars","Manhattan, Harlem"
24717470,"120 dollars","Manhattan, Hell's Kitchen"
24719244,"200 dollars","Brooklyn, Fort Greene"
24725794,"92 dollars","Manhattan, Harlem"
24727443,"200 dollars","Manhattan, Greenwich Village"
24729353,"89 dollars","Manhattan, Greenwich Village"
24730752,"95 dollars","Manhattan, Upper East Side"
24731641,"80 dollars","Manhattan, Harlem"
24732229,"235 dollars","Manhattan, Washington Heights"
24733112,"400 dollars","Manhattan, Upper West Side"
24733275,"130 dollars","Manhattan, Financial District"
24734527,"125 dollars","Manhattan, West Village"
24735722,"35 dollars","Brooklyn, Cypress Hills"
24736896,"97 dollars","Manhattan, Two Bridges"
24737425,"225 dollars","Brooklyn, Williamsburg"
24743196,"80 dollars","Queens, Ridgewood"
24748233,"175 dollars","Manhattan, Kips Bay"
24749018,"250 dollars","Brooklyn, Downtown Brooklyn"
24750019,"135 dollars","Brooklyn, Greenpoint"
24751067,"59 dollars","Manhattan, Washington Heights"
24751420,"180 dollars","Manhattan, Hell's Kitchen"
24752128,"170 dollars","Manhattan, Upper East Side"
24752747,"182 dollars","Manhattan, Financial District"
24753221,"65 dollars","Manhattan, Washington Heights"
24754074,"450 dollars","Brooklyn, Bedford-Stuyvesant"
24754245,"42 dollars","Queens, Ridgewood"
24754459,"79 dollars","Brooklyn, Williamsburg"
24754942,"80 dollars","Brooklyn, Prospect-Lefferts Gardens"
24755230,"165 dollars","Manhattan, West Village"
24756139,"50 dollars","Brooklyn, Prospect-Lefferts Gardens"
24756679,"128 dollars","Brooklyn, Prospect Heights"
24757612,"122 dollars","Manhattan, Harlem"
