id,expected_recovery_amount,actual_recovery_amount,recovery_strategy,age,sex
138,2422,2408.008447,Level 2 Recovery,47,Male
605,2425,2099.926747,Level 2 Recovery,35,Female
1869,2430,4148.329488,Level 2 Recovery,60,Female
277,2433,2780.707554,Level 2 Recovery,39,Female
910,2434,1669.760129,Level 2 Recovery,35,Female
1831,2435,3184.920268,Level 2 Recovery,53,Male
496,2439,2771.514393,Level 2 Recovery,24,Female
510,2445,2829.378855,Level 2 Recovery,45,Female
599,2450,2081.660125,Level 2 Recovery,39,Male
140,2451,1440.036586,Level 2 Recovery,46,Male
1143,2453,2816.475368,Level 2 Recovery,38,Male
197,2454,2883.755173,Level 2 Recovery,43,Female
217,2456,4760.167507,Level 2 Recovery,50,Male
1945,2458,3213.962471,Level 2 Recovery,43,Male
1213,2460,2997.41658,Level 2 Recovery,38,Male
106,2461,2230.455723,Level 2 Recovery,36,Female
1196,2471,2938.692504,Level 2 Recovery,40,Female
1527,2474,3505.717361,Level 2 Recovery,42,Female
1273,2475,2275.963308,Level 2 Recovery,23,Female
521,2477,3205.133083,Level 2 Recovery,34,Female
1474,2477,6032.989886,Level 2 Recovery,40,Female
80,2478,1840.042242,Level 2 Recovery,44,Male
204,2482,3236.864035,Level 2 Recovery,34,Male
1092,2482,1504.128188,Level 2 Recovery,40,Male
1393,2484,3328.996815,Level 2 Recovery,37,Male
741,2487,3560.054846,Level 2 Recovery,44,Female
2007,2487,2597.401245,Level 2 Recovery,45,Female
639,2493,3239.618438,Level 2 Recovery,51,Female
133,2504,2506.900923,Level 2 Recovery,44,Female
256,2504,1938.380662,Level 2 Recovery,31,Male
1670,2505,2622.8006,Level 2 Recovery,34,Male
356,2506,2413.223027,Level 2 Recovery,36,Female
999,2514,2526.336632,Level 2 Recovery,37,Female
499,2516,2915.246872,Level 2 Recovery,26,Male
87,2517,2514.072491,Level 2 Recovery,27,Male
218,2517,4347.965974,Level 2 Recovery,40,Female
1210,2519,2872.14228,Level 2 Recovery,52,Male
1640,2523,2766.221591,Level 2 Recovery,19,Female
442,2524,3731.012646,Level 2 Recovery,43,Male
867,2526,4399.065089,Level 2 Recovery,55,Female
2035,2527,2834.24847,Level 2 Recovery,42,Female
1247,2529,3137.806508,Level 2 Recovery,38,Female
1229,2542,2327.992311,Level 2 Recovery,37,Male
234,2545,1876.382137,Level 2 Recovery,34,Male
419,2547,2742.475819,Level 2 Recovery,31,Male
697,2547,3009.845651,Level 2 Recovery,44,Female
1356,2550,2442.531266,Level 2 Recovery,24,Female
448,2552,8997.653528,Level 2 Recovery,48,Female
487,2552,2637.680844,Level 2 Recovery,47,Male
441,2557,2577.653384,Level 2 Recovery,31,Male
494,2560,3575.944515,Level 2 Recovery,43,Male
708,2563,3060.911951,Level 2 Recovery,49,Female
780,2563,2489.942442,Level 2 Recovery,50,Female
172,2569,1940.99646,Level 2 Recovery,23,Female
264,2570,2467.202707,Level 2 Recovery,36,Female
1600,2570,8812.251935,Level 2 Recovery,53,Female
1472,2572,3167.697471,Level 2 Recovery,34,Male
1624,2573,3485.979423,Level 2 Recovery,39,Male
862,2576,3976.808105,Level 2 Recovery,34,Male
1105,2585,2452.978578,Level 2 Recovery,36,Female
372,2592,2254.382847,Level 2 Recovery,26,Female
50,2597,2570.857423,Level 2 Recovery,37,Female
1119,2602,2854.049738,Level 2 Recovery,39,Male
1661,2606,1994.007686,Level 2 Recovery,38,Male
1783,2611,3476.900456,Level 2 Recovery,25,Female
274,2612,1566.107114,Level 2 Recovery,37,Male
31,2614,5508.572424,Level 2 Recovery,55,Female
1494,2616,2806.188376,Level 2 Recovery,43,Male
1772,2616,2594.619576,Level 2 Recovery,30,Male
1897,2621,2117.156751,Level 2 Recovery,52,Male
861,2622,2621.438675,Level 2 Recovery,54,Male
1330,2623,4738.28446,Level 2 Recovery,57,Male
1749,2633,3750.170324,Level 2 Recovery,33,Female
542,2638,2606.07639,Level 2 Recovery,35,Male
749,2642,3075.818601,Level 2 Recovery,24,Male
1569,2644,3519.201835,Level 2 Recovery,41,Female
45,2653,3565.670989,Level 2 Recovery,33,Female
1666,2654,2813.513369,Level 2 Recovery,39,Female
944,2657,3707.486758,Level 2 Recovery,34,Female
679,2661,1983.86171,Level 2 Recovery,38,Female
2009,2670,3254.483057,Level 2 Recovery,18,Male
255,2671,3557.152765,Level 2 Recovery,36,Male
594,2680,3531.894651,Level 2 Recovery,35,Male
2039,2680,2386.810062,Level 2 Recovery,31,Female
183,2691,3312.014872,Level 2 Recovery,29,Female
273,2691,1710.445917,Level 2 Recovery,32,Male
15,2698,2065.919934,Level 2 Recovery,35,Male
664,2705,3468.756158,Level 2 Recovery,31,Male
1377,2705,2941.541631,Level 2 Recovery,58,Female
250,2711,2190.243206,Level 2 Recovery,36,Female
1689,2720,2700.80156,Level 2 Recovery,40,Female
995,2729,3270.82471,Level 2 Recovery,48,Female
655,2730,3995.063667,Level 2 Recovery,30,Male
43,2731,3411.683705,Level 2 Recovery,46,Female
776,2735,3510.410909,Level 2 Recovery,33,Male
455,2741,2040.270577,Level 2 Recovery,45,Female
1103,2742,2976.761353,Level 2 Recovery,33,Female
157,2743,2127.603691,Level 2 Recovery,33,Male
786,2743,2258.306733,Level 2 Recovery,45,Female
285,2745,2811.067361,Level 2 Recovery,33,Female
1578,2746,4439.481673,Level 2 Recovery,36,Female
900,2749,2583.971778,Level 2 Recovery,31,Female
406,2750,3586.871276,Level 2 Recovery,44,Female
1020,2751,3096.797323,Level 2 Recovery,32,Male
49,2756,2731.097532,Level 2 Recovery,35,Female
1788,2761,3016.947433,Level 2 Recovery,53,Male
781,2769,2790.726706,Level 2 Recovery,40,Female
1941,2769,3335.579158,Level 2 Recovery,50,Male
7,2770,4023.127789,Level 2 Recovery,40,Female
1062,2770,3865.410882,Level 2 Recovery,42,Female
1552,2771,4111.634789,Level 2 Recovery,32,Male
181,2775,1632.986524,Level 2 Recovery,43,Male
691,2776,2832.51561,Level 2 Recovery,38,Male
2038,2784,6905.129287,Level 2 Recovery,33,Female
1190,2787,4560.746371,Level 2 Recovery,32,Male
1488,2792,5352.005681,Level 2 Recovery,39,Female
1083,2796,2848.659639,Level 2 Recovery,40,Female
1152,2796,3295.238163,Level 2 Recovery,31,Male
1841,2799,2347.422294,Level 2 Recovery,41,Male
2042,2800,3347.841514,Level 2 Recovery,47,Male
515,2804,3123.870849,Level 2 Recovery,31,Male
463,2807,5249.05309,Level 2 Recovery,37,Female
156,2813,2258.088758,Level 2 Recovery,38,Female
717,2813,2220.210209,Level 2 Recovery,38,Male
627,2816,3207.49973,Level 2 Recovery,22,Female
1313,2817,3235.797637,Level 2 Recovery,53,Male
445,2827,2513.026523,Level 2 Recovery,50,Female
79,2832,2627.48364,Level 2 Recovery,21,Female
1162,2833,2659.868706,Level 2 Recovery,33,Male
1449,2833,3828.946174,Level 2 Recovery,33,Female
1084,2841,3062.873584,Level 2 Recovery,34,Male
860,2849,2343.83442,Level 2 Recovery,48,Male
831,2864,2996.532607,Level 2 Recovery,41,Female
1126,2874,5088.147119,Level 2 Recovery,42,Female
670,2876,3448.148279,Level 2 Recovery,51,Female
2049,2878,4155.352299,Level 2 Recovery,33,Female
1690,2880,2892.519739,Level 2 Recovery,29,Male
1958,2880,8212.70497,Level 2 Recovery,52,Female
795,2881,4578.123047,Level 2 Recovery,53,Male
100,2889,3243.898687,Level 2 Recovery,33,Female
62,2893,2081.447437,Level 2 Recovery,37,Female
152,2894,2100.229441,Level 2 Recovery,42,Female
742,2897,3071.208513,Level 2 Recovery,32,Male
1038,2897,2418.349591,Level 2 Recovery,31,Male
2025,2897,3583.61663,Level 2 Recovery,26,Male
633,2898,3436.497284,Level 2 Recovery,30,Female
849,2901,3459.786742,Level 2 Recovery,43,Male
467,2910,2354.292609,Level 2 Recovery,37,Female
1161,2911,3398.202218,Level 2 Recovery,51,Female
1333,2920,2935.136685,Level 2 Recovery,44,Female
1436,2924,3999.976012,Level 2 Recovery,37,Female
1055,2928,3245.300228,Level 2 Recovery,46,Female
408,2931,4317.77823,Level 2 Recovery,31,Male
451,2936,2552.751836,Level 2 Recovery,29,Male
572,2936,3273.408658,Level 2 Recovery,31,Male
1142,2939,4358.55516,Level 2 Recovery,44,Male
1468,2943,5206.320068,Level 2 Recovery,39,Male
1731,2943,2566.731062,Level 2 Recovery,30,Male
1851,2949,3823.873769,Level 2 Recovery,49,Male
1946,2954,4027.908634,Level 2 Recovery,48,Male
296,2956,3886.488049,Level 2 Recovery,48,Female
537,2956,3745.843475,Level 2 Recovery,48,Male
400,2967,2939.838633,Level 2 Recovery,63,Male
579,2973,2806.887751,Level 2 Recovery,44,Male
171,2974,2801.27208,Level 2 Recovery,55,Female
323,2976,3456.54218,Level 2 Recovery,53,Male
381,2976,2041.711051,Level 2 Recovery,36,Female
801,2981,2954.786885,Level 2 Recovery,39,Male
1056,2987,3950.405604,Level 2 Recovery,48,Male
1073,2990,3968.537119,Level 2 Recovery,45,Male
1266,2992,2401.934713,Level 2 Recovery,46,Female
1324,2992,4051.659292,Level 2 Recovery,48,Female
621,3002,5392.977189,Level 3 Recovery,47,Male
1836,3003,3306.175644,Level 3 Recovery,38,Male
199,3005,2670.274009,Level 3 Recovery,44,Male
340,3006,2174.134832,Level 3 Recovery,36,Female
190,3007,3880.921409,Level 3 Recovery,55,Female
107,3009,3701.385116,Level 3 Recovery,51,Female
539,3011,5418.757349,Level 3 Recovery,55,Female
1872,3014,5240.163699,Level 3 Recovery,27,Female
1926,3014,4761.861638,Level 3 Recovery,55,Male
1244,3015,2653.650537,Level 3 Recovery,38,Male
1884,3016,7262.631211,Level 3 Recovery,51,Male
978,3020,5531.674176,Level 3 Recovery,43,Female
1525,3024,673.1240457,Level 3 Recovery,46,Female
1088,3026,4189.012382,Level 3 Recovery,52,Female
124,3030,7277.480846,Level 3 Recovery,54,Female
1811,3030,4482.005947,Level 3 Recovery,61,Male
1910,3032,8884.060523,Level 3 Recovery,25,Female
1246,3035,4996.909904,Level 3 Recovery,50,Male
1854,3046,4592.696176,Level 3 Recovery,28,Male
547,3051,6791.965089,Level 3 Recovery,43,Female
659,3053,7264.260246,Level 3 Recovery,42,Female
1645,3053,8292.163111,Level 3 Recovery,24,Female
81,3057,3727.165279,Level 3 Recovery,41,Female
276,3061,4440.961914,Level 3 Recovery,35,Female
149,3064,3484.008099,Level 3 Recovery,29,Male
1662,3064,3473.334139,Level 3 Recovery,48,Female
746,3067,9619.672798,Level 3 Recovery,38,Male
1046,3067,4175.930946,Level 3 Recovery,49,Female
477,3068,4939.948138,Level 3 Recovery,47,Male
990,3071,4325.565009,Level 3 Recovery,48,Male
1064,3079,6377.672294,Level 3 Recovery,49,Male
1603,3084,4737.821683,Level 3 Recovery,46,Male
721,3094,3765.917276,Level 3 Recovery,49,Female
1134,3102,4626.360885,Level 3 Recovery,34,Female
1388,3111,5849.19191,Level 3 Recovery,37,Male
705,3114,3123.755479,Level 3 Recovery,38,Female
1825,3120,3426.190058,Level 3 Recovery,50,Male
1147,3122,5089.60726,Level 3 Recovery,45,Male
836,3125,3603.950991,Level 3 Recovery,48,Female
397,3127,6387.374121,Level 3 Recovery,54,Female
158,3129,2935.945344,Level 3 Recovery,49,Female
1959,3129,3511.117693,Level 3 Recovery,45,Male
97,3130,4504.164827,Level 3 Recovery,53,Male
1435,3138,4142.108007,Level 3 Recovery,46,Male
72,3142,2864.531975,Level 3 Recovery,32,Male
620,3142,5562.009821,Level 3 Recovery,35,Male
757,3145,4649.374204,Level 3 Recovery,39,Female
1795,3146,4172.556354,Level 3 Recovery,25,Male
343,3148,4441.612073,Level 3 Recovery,39,Female
82,3149,4134.77969,Level 3 Recovery,53,Male
701,3149,3951.006404,Level 3 Recovery,40,Male
444,3151,3856.766069,Level 3 Recovery,43,Female
529,3155,4811.161772,Level 3 Recovery,60,Female
1417,3164,4127.67382,Level 3 Recovery,39,Female
432,3172,5935.855278,Level 3 Recovery,40,Male
794,3175,4435.930126,Level 3 Recovery,45,Male
350,3181,2278.300853,Level 3 Recovery,54,Male
1555,3185,4104.029882,Level 3 Recovery,46,Male
267,3190,3650.276533,Level 3 Recovery,54,Male
632,3190,4040.41555,Level 3 Recovery,34,Male
1040,3192,5214.255827,Level 3 Recovery,32,Male
244,3195,3682.57374,Level 3 Recovery,49,Female
68,3207,4568.452896,Level 3 Recovery,46,Male
1656,3209,5775.980526,Level 3 Recovery,41,Male
1803,3213,3582.478291,Level 3 Recovery,37,Female
1575,3215,5478.924467,Level 3 Recovery,42,Male
1747,3217,4878.671732,Level 3 Recovery,50,Male
1587,3228,8148.579449,Level 3 Recovery,40,Female
768,3232,4674.83975,Level 3 Recovery,27,Male
683,3234,3716.048971,Level 3 Recovery,55,Female
895,3241,4349.650657,Level 3 Recovery,57,Female
58,3242,3531.422718,Level 3 Recovery,52,Male
722,3252,3813.624305,Level 3 Recovery,38,Male
719,3257,3057.240343,Level 3 Recovery,52,Male
1179,3265,5353.56679,Level 3 Recovery,42,Male
622,3266,4769.344816,Level 3 Recovery,57,Male
437,3269,6547.994867,Level 3 Recovery,53,Male
1835,3271,4645.918445,Level 3 Recovery,55,Female
2004,3271,6935.485086,Level 3 Recovery,52,Male
596,3273,3623.240891,Level 3 Recovery,41,Female
1716,3275,4880.074255,Level 3 Recovery,41,Female
209,3276,7111.878825,Level 3 Recovery,29,Female
163,3282,2627.267599,Level 3 Recovery,43,Male
436,3282,13056.46864,Level 3 Recovery,50,Female
358,3285,4100.319964,Level 3 Recovery,50,Female
817,3289,6650.959131,Level 3 Recovery,41,Female
832,3291,4297.13969,Level 3 Recovery,36,Male
424,3301,3759.42427,Level 3 Recovery,47,Female
1289,3305,5564.131312,Level 3 Recovery,59,Female
367,3306,4538.213058,Level 3 Recovery,49,Male
1278,3310,3608.536521,Level 3 Recovery,44,Female
1425,3318,4452.591143,Level 3 Recovery,37,Female
857,3325,4015.654622,Level 3 Recovery,43,Female
1059,3325,5393.31628,Level 3 Recovery,49,Female
597,3328,3715.426919,Level 3 Recovery,47,Female
769,3328,4342.59169,Level 3 Recovery,52,Male
751,3331,3654.034616,Level 3 Recovery,44,Male
1106,3333,4845.324143,Level 3 Recovery,36,Male
1327,3334,4136.436706,Level 3 Recovery,38,Male
1843,3334,5060.324047,Level 3 Recovery,59,Male
131,3342,6921.937262,Level 3 Recovery,48,Female
563,3342,3836.864658,Level 3 Recovery,56,Female
1231,3343,4630.603228,Level 3 Recovery,54,Male
176,3355,4721.787242,Level 3 Recovery,37,Female
997,3357,5836.489976,Level 3 Recovery,58,Male
635,3365,9108.402333,Level 3 Recovery,32,Female
308,3370,2787.269558,Level 3 Recovery,46,Male
369,3371,5548.181264,Level 3 Recovery,40,Female
1724,3379,3678.032898,Level 3 Recovery,39,Female
1001,3384,3967.193137,Level 3 Recovery,54,Male
656,3395,7602.924223,Level 3 Recovery,39,Male
76,3398,3596.565855,Level 3 Recovery,23,Male
923,3398,5546.108555,Level 3 Recovery,41,Female
312,3399,6434.873072,Level 3 Recovery,32,Female
2055,3399,3577.966605,Level 3 Recovery,51,Male
904,3402,4414.195087,Level 3 Recovery,35,Male
2024,3404,5561.6339,Level 3 Recovery,40,Female
2044,3412,8769.163972,Level 3 Recovery,48,Male
393,3413,4693.852555,Level 3 Recovery,37,Female
927,3416,6039.570054,Level 3 Recovery,43,Female
1306,3419,4914.60383,Level 3 Recovery,64,Female
1680,3421,5941.764461,Level 3 Recovery,34,Male
644,3425,5662.63398,Level 3 Recovery,47,Male
1922,3425,8342.64866,Level 3 Recovery,40,Female
1085,3426,4126.619519,Level 3 Recovery,28,Female
1646,3427,6362.888664,Level 3 Recovery,49,Male
566,3429,3563.691052,Level 3 Recovery,45,Male
992,3429,5386.408703,Level 3 Recovery,34,Female
811,3434,6097.899484,Level 3 Recovery,39,Female
147,3436,3344.23366,Level 3 Recovery,35,Female
686,3442,3184.085734,Level 3 Recovery,41,Female
2034,3444,4519.028069,Level 3 Recovery,53,Male
1511,3446,4597.073763,Level 3 Recovery,57,Female
838,3447,5271.882496,Level 3 Recovery,41,Female
1518,3460,6234.615558,Level 3 Recovery,51,Female
29,3468,5222.602221,Level 3 Recovery,35,Female
53,3470,4712.35279,Level 3 Recovery,42,Male
1762,3470,5841.830631,Level 3 Recovery,39,Male
1616,3474,6746.88012,Level 3 Recovery,55,Female
365,3490,4729.857434,Level 3 Recovery,43,Male
211,3499,9942.101238,Level 3 Recovery,61,Female
550,3510,4815.822822,Level 3 Recovery,41,Female
882,3510,4191.609712,Level 3 Recovery,56,Male
1660,3512,6014.589691,Level 3 Recovery,48,Male
1113,3514,6168.792214,Level 3 Recovery,52,Male
342,3516,2567.642626,Level 3 Recovery,40,Female
753,3516,4742.274103,Level 3 Recovery,60,Male
1457,3533,6905.663639,Level 3 Recovery,36,Female
1439,3534,5640.798253,Level 3 Recovery,36,Male
434,3536,5569.838391,Level 3 Recovery,40,Female
889,3537,2803.108635,Level 3 Recovery,46,Female
1757,3538,5370.014313,Level 3 Recovery,47,Female
851,3546,7332.82009,Level 3 Recovery,59,Female
1065,3550,5784.360962,Level 3 Recovery,44,Female
1697,3554,7541.387181,Level 3 Recovery,41,Male
368,3556,3641.55699,Level 3 Recovery,55,Female
616,3559,5865.233384,Level 3 Recovery,45,Male
452,3563,8951.879894,Level 3 Recovery,53,Male
1615,3564,5378.069582,Level 3 Recovery,59,Male
1146,3565,10388.2881,Level 3 Recovery,47,Female
613,3568,3663.979479,Level 3 Recovery,41,Male
1566,3570,9713.402587,Level 3 Recovery,53,Female
1652,3574,5176.30838,Level 3 Recovery,59,Female
919,3594,4148.848237,Level 3 Recovery,40,Female
1109,3603,4565.140422,Level 3 Recovery,34,Female
1490,3604,7218.109756,Level 3 Recovery,35,Female
235,3606,3546.172236,Level 3 Recovery,55,Male
353,3608,5057.712637,Level 3 Recovery,57,Female
439,3612,16519.4867,Level 3 Recovery,48,Female
1760,3619,5176.81633,Level 3 Recovery,42,Female
1082,3643,6521.989526,Level 3 Recovery,66,Male
1281,3647,5610.685258,Level 3 Recovery,49,Male
1881,3652,8002.152424,Level 3 Recovery,56,Female
1546,3658,6262.589968,Level 3 Recovery,45,Female
1145,3660,5001.072309,Level 3 Recovery,48,Male
431,3666,4140.287636,Level 3 Recovery,50,Male
1521,3673,7629.626959,Level 3 Recovery,50,Male
1139,3674,5882.483282,Level 3 Recovery,40,Female
1987,3677,6894.519279,Level 3 Recovery,61,Female
804,3684,5833.8466,Level 3 Recovery,45,Female
119,3689,6148.12855,Level 3 Recovery,59,Male
662,3692,5098.18369,Level 3 Recovery,39,Female
1070,3693,6609.474137,Level 3 Recovery,59,Male
1562,3702,6306.301753,Level 3 Recovery,39,Male
517,3703,6296.036728,Level 3 Recovery,76,Male
1445,3705,6816.188228,Level 3 Recovery,49,Male
1698,3706,5807.779051,Level 3 Recovery,52,Male
1286,3710,5026.036882,Level 3 Recovery,32,Male
959,3722,6928.474407,Level 3 Recovery,51,Female
1853,3723,6017.949704,Level 3 Recovery,34,Male
433,3734,7770.351703,Level 3 Recovery,71,Male
280,3739,2867.274886,Level 3 Recovery,45,Female
1889,3743,4863.702723,Level 3 Recovery,45,Female
956,3749,6066.419579,Level 3 Recovery,41,Male
1653,3755,5168.626235,Level 3 Recovery,52,Male
309,3757,7792.05657,Level 3 Recovery,36,Female
1820,3768,2029.693193,Level 3 Recovery,53,Female
1023,3771,5700.211947,Level 3 Recovery,41,Female
1572,3772,5161.475651,Level 3 Recovery,62,Male
689,3775,8019.515016,Level 3 Recovery,63,Female
2053,3775,9719.999402,Level 3 Recovery,57,Male
1013,3779,6136.459,Level 3 Recovery,62,Female
1072,3784,5813.196447,Level 3 Recovery,61,Male
167,3789,7073.308501,Level 3 Recovery,42,Male
541,3789,5464.742924,Level 3 Recovery,65,Female
507,3795,6899.846343,Level 3 Recovery,62,Male
462,3798,6081.231165,Level 3 Recovery,45,Female
1104,3800,7435.590633,Level 3 Recovery,52,Female
1165,3800,6317.278326,Level 3 Recovery,50,Female
39,3818,4076.90718,Level 3 Recovery,53,Male
37,3826,4674.550992,Level 3 Recovery,58,Male
928,3835,5523.120371,Level 3 Recovery,65,Female
1197,3848,8225.967339,Level 3 Recovery,46,Female
48,3854,4641.614846,Level 3 Recovery,49,Female
1159,3855,5400.940123,Level 3 Recovery,47,Female
1371,3857,6897.52067,Level 3 Recovery,63,Female
1758,3857,5570.066559,Level 3 Recovery,50,Male
646,3870,8587.046039,Level 3 Recovery,66,Male
265,3874,8535.882623,Level 3 Recovery,46,Female
2012,3892,8811.016546,Level 3 Recovery,65,Male
848,3893,7624.444664,Level 3 Recovery,44,Male
2051,3901,4446.049014,Level 3 Recovery,53,Male
1541,3904,9028.249247,Level 3 Recovery,48,Male
67,3907,3296.466299,Level 3 Recovery,60,Female
1823,3914,4090.608107,Level 3 Recovery,63,Female
1722,3916,4682.626973,Level 3 Recovery,54,Male
847,3923,5999.527312,Level 3 Recovery,59,Female
1368,3923,5757.685073,Level 3 Recovery,50,Male
545,3931,6123.334085,Level 3 Recovery,45,Male
1166,3933,5262.055214,Level 3 Recovery,47,Female
373,3937,10324.43118,Level 3 Recovery,70,Female
1299,3942,7590.89055,Level 3 Recovery,67,Male
347,3945,5040.117429,Level 3 Recovery,40,Female
339,3946,4907.467606,Level 3 Recovery,53,Male
160,3968,12346.63659,Level 3 Recovery,63,Male
69,3972,4289.324209,Level 3 Recovery,58,Male
1595,3973,10282.49931,Level 3 Recovery,64,Male
1522,3982,5453.999183,Level 3 Recovery,45,Male
1349,3986,5424.698949,Level 3 Recovery,57,Male
1678,3992,6367.153632,Level 3 Recovery,71,Male
143,4001,1921.107323,Level 3 Recovery,62,Male
1215,4006,8649.806664,Level 3 Recovery,36,Female
1725,4009,5316.579525,Level 3 Recovery,45,Female
1657,4010,5617.471857,Level 3 Recovery,69,Male
1714,4013,5767.138753,Level 3 Recovery,50,Female
89,4015,4010.573254,Level 3 Recovery,47,Female
891,4020,4875.845999,Level 3 Recovery,47,Female
1009,4031,4928.116321,Level 3 Recovery,61,Male
843,4034,6698.395899,Level 3 Recovery,56,Male
526,4039,5078.045066,Level 3 Recovery,60,Female
1459,4048,6520.398791,Level 3 Recovery,52,Female
430,4050,6255.654868,Level 3 Recovery,61,Male
1081,4054,5890.930056,Level 3 Recovery,47,Female
1320,4056,7469.625872,Level 3 Recovery,42,Male
925,4060,3042.451638,Level 3 Recovery,41,Female
1140,4067,5804.582653,Level 3 Recovery,59,Male
752,4068,4879.313831,Level 3 Recovery,57,Male
784,4069,7292.12355,Level 3 Recovery,60,Male
1358,4091,8695.481873,Level 3 Recovery,48,Male
551,4096,6527.360327,Level 3 Recovery,50,Female
1240,4096,5921.575424,Level 3 Recovery,41,Female
1270,4098,8013.546367,Level 3 Recovery,50,Female
1133,4101,7119.418395,Level 3 Recovery,46,Female
1265,4113,4625.637705,Level 3 Recovery,53,Male
1948,4123,5848.889643,Level 3 Recovery,50,Male
407,4131,4476.308739,Level 3 Recovery,48,Female
585,4142,3934.627472,Level 3 Recovery,51,Female
1658,4154,6332.017334,Level 3 Recovery,60,Male
47,4155,5036.506473,Level 3 Recovery,55,Female
1192,4164,9266.182873,Level 3 Recovery,45,Female
601,4169,5099.777052,Level 3 Recovery,49,Female
405,4170,4985.7428,Level 3 Recovery,65,Female
1058,4177,6510.349075,Level 3 Recovery,40,Female
414,4178,4695.172026,Level 3 Recovery,49,Male
73,4183,3950.581089,Level 3 Recovery,46,Male
845,4185,4763.590353,Level 3 Recovery,46,Female
1399,4200,11155.70168,Level 3 Recovery,57,Male
846,4202,6065.200891,Level 3 Recovery,57,Female
1582,4207,6647.821991,Level 3 Recovery,54,Female
306,4216,9429.740917,Level 3 Recovery,41,Female
456,4221,5398.91217,Level 3 Recovery,59,Female
1187,4226,8446.323369,Level 3 Recovery,64,Male
650,4228,6251.730615,Level 3 Recovery,47,Female
1703,4236,8507.685335,Level 3 Recovery,51,Male
1148,4239,5193.942819,Level 3 Recovery,62,Female
117,4248,6859.867733,Level 3 Recovery,71,Male
1584,4264,6680.779376,Level 3 Recovery,58,Male
638,4271,6303.05478,Level 3 Recovery,59,Female
1314,4289,8518.829396,Level 3 Recovery,71,Male
1935,4291,9356.450421,Level 3 Recovery,53,Male
399,4293,8299.216631,Level 3 Recovery,55,Female
1565,4301,12356.88454,Level 3 Recovery,54,Female
982,4309,7724.801693,Level 3 Recovery,76,Male
1852,4322,5973.844816,Level 3 Recovery,63,Female
113,4361,7121.513028,Level 3 Recovery,47,Male
771,4388,4936.357207,Level 3 Recovery,68,Male
1672,4397,6238.72204,Level 3 Recovery,71,Male
1454,4403,7086.114242,Level 3 Recovery,57,Male
1136,4439,6220.60016,Level 3 Recovery,55,Male
1574,4441,6330.150989,Level 3 Recovery,69,Male
27,4445,5605.396961,Level 3 Recovery,58,Male
606,4450,7141.877388,Level 3 Recovery,46,Male
869,4455,6324.618285,Level 3 Recovery,49,Female
1802,4466,7373.250262,Level 3 Recovery,62,Female
1636,4495,7060.12032,Level 3 Recovery,47,Male
1074,4502,7718.683076,Level 3 Recovery,47,Male
902,4511,4510.46404,Level 3 Recovery,54,Female
1181,4514,7244.973384,Level 3 Recovery,63,Male
1784,4514,6243.916639,Level 3 Recovery,75,Male
1032,4552,7442.758937,Level 3 Recovery,78,Male
258,4556,26205.32679,Level 3 Recovery,57,Female
275,4568,6269.773999,Level 3 Recovery,61,Male
2018,4577,8404.740562,Level 3 Recovery,60,Male
1186,4584,7794.838224,Level 3 Recovery,64,Female
1430,4586,6737.709108,Level 3 Recovery,51,Female
641,4599,5902.63027,Level 3 Recovery,57,Female
1605,4604,8699.730699,Level 3 Recovery,43,Female
55,4613,12814.17368,Level 3 Recovery,63,Male
1473,4615,10376.56411,Level 3 Recovery,49,Female
1413,4624,6407.73498,Level 3 Recovery,55,Male
390,4642,5475.223468,Level 3 Recovery,39,Male
628,4655,6589.245326,Level 3 Recovery,76,Male
1797,4660,6152.108886,Level 3 Recovery,74,Male
984,4672,6962.109275,Level 3 Recovery,61,Female
1790,4684,7481.11729,Level 3 Recovery,64,Female
1031,4690,6697.774811,Level 3 Recovery,52,Female
571,4692,8948.851545,Level 3 Recovery,42,Female
702,4693,7094.940159,Level 3 Recovery,42,Male
1035,4697,10004.12444,Level 3 Recovery,43,Female
1317,4701,6154.080189,Level 3 Recovery,43,Female
1054,4708,7077.138391,Level 3 Recovery,66,Female
260,4711,7422.462849,Level 3 Recovery,69,Female
1018,4712,6255.176841,Level 3 Recovery,47,Female
1379,4714,8793.440705,Level 3 Recovery,75,Female
1007,4720,7055.688766,Level 3 Recovery,60,Female
1366,4723,6409.352646,Level 3 Recovery,70,Male
1885,4728,15737.89432,Level 3 Recovery,63,Female
272,4744,6142.97746,Level 3 Recovery,80,Male
281,4757,6421.827494,Level 3 Recovery,64,Female
1171,4769,10549.05583,Level 3 Recovery,61,Male
216,4774,29831.50666,Level 3 Recovery,60,Female
1579,4776,7021.328219,Level 3 Recovery,56,Male
1516,4778,7429.167841,Level 3 Recovery,45,Female
376,4789,8213.079814,Level 3 Recovery,61,Female
962,4790,7729.93182,Level 3 Recovery,46,Male
942,4793,9443.236581,Level 3 Recovery,64,Male
1335,4793,5412.67678,Level 3 Recovery,77,Female
1513,4807,10840.01915,Level 3 Recovery,70,Male
1027,4810,12768.23346,Level 3 Recovery,75,Male
1846,4810,8585.339245,Level 3 Recovery,55,Female
1647,4811,6549.321264,Level 3 Recovery,59,Female
420,4839,7378.827405,Level 3 Recovery,49,Male
993,4862,4758.065918,Level 3 Recovery,53,Male
458,4878,7049.801522,Level 3 Recovery,76,Female
1050,4884,9973.384842,Level 3 Recovery,56,Male
