Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
Face Mask,SUMMER FRIDAYS,Jet Lag Mask,48,4.1,"Water, Caprylic/Capric Triglyceride, Castanea Sativa (Chestnut) Seed Extract, Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Pentylene Glycol, Butyrospermum Parkii (Shea)Butter, Cetearyl Alcohol, Niacinamide, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glycerin, Sorbitan Stearate, Glyceryl Stearate, PEG 100 Stearate, Phenoxyethanol, Ethylhexylglycerin, Phyalis Angulate Extract, Ceramide 3, Ceramide 6 II, Ceramide 1, Phytosphingosine, Cholesterol, Sodium Lauroyl Lactylate, Carbomer, Xanthan Gum, Sodium Hyaluronate, Aminopropyl Ascorbyl Phosphate, Tetrasodium Glutamate Diacetate, Arginine, Tocopheryl Acetate, Mentha Arvensis (Cornmint) Oil, Mentha Piperita (Peppermint) Oil, Citrus Aurantium Dulcis (Orange)Peel Oil, Cucumis Sativus (Cucumber) Fruit Extract.",1,1,1,1,1
Face Mask,FARMACY,Honey Potion Renewing Antioxidant Hydration Mask with Echinacea GreenEnvy™,56,4.3,"Glycerin, Diglycerin, Polyglyceryl-10 Stearate, Honey Extract, Propolis Extract, Royal Jelly Extract, Panthenol, Caprylic/Capric Triglyceride, Hippophae Rhamnoides Oil, Zingiber Officinale (Ginger) Root Extract, Allantoin, Phenoxyethanol, Echinacea Purpurea Root Extract, Honey, Water, Flavor, Vanillyl Butyl Ether.",1,1,1,1,1
Face Mask,LANEIGE,Lip Sleeping Mask,20,4.6,"Diisostearyl Malate, Hydrogenated Polyisobutene, Phytosteryl, Isostearyl, Cetyl, Stearyl, Behenyl Dimer Dilinoleate, Hydrogenated Poly(C6-14 Olefin), Polybutene, Microcrystalline Wax, Cera Microcristallina, Cire Microcristalline, Butyrospermum Parkii (Shea) Butter, Synthetic Wax, Euphorbia Cerifera (Candelilla) Wax, Candelilla Cera, Cire de Candelilla, Sucrose Tetrastearate Triacetate, Butylene, Ethylene, Styrene Copolymer, Ethylene, Propylene, Styrene Copolymer, Mica (CI 77019), Astrocaryum Murumuru Seed Butter, Titanium Dioxide (CI 77891), Dimethicone, Fragrance, Parfum, Polyglyceryl-2 Diisostearate, Dehydroacetic Acid, Methicone, Copernicia Cerifera (Carnauba) Wax, Cera Carnauba, Cire de Carnauba, Polyglyceryl-2 Triisostearate, Yellow 6 Lake (CI 15985), Red 6 (CI 15850), Polyhydroxystearic Acid, Water, Potassium Alginate, Propanediol, Glycerin, Alcohol, Lycium Chinense Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Sapindus Mukorossi Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Rubus Chamaemorus Seed Extract, Coffea Arabica (Coffee) Seed Extract, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Calcium Chloride, Sodium Hyaluronate, Beta-Glucan, Manganese Sulfate, Zinc Sulfate, Ascorbyl Glucoside.",0,0,0,0,0
Face Mask,FRESH,Rose Face Mask,62,4.2,"Water, Butylene Glycol, Glycerin, Pentylene Glycol, PEG-60 Hydrogenated Castor Oil, Rosa Centifolia Flower, Maris Aqua (Sea Water), Rosa Damascena Flower Water, Cucumis Sativus (Cucumber) Fruit Extract, Anthemis Nobilis Flower Oil, Camellia Sinensis Leaf Extract, Porphyridium Cruentum Extract, Rosa Damascena Flower Oil, Aloe Barbadensis Leaf Extract, Aspalathus Linearis Leaf Extract, Faex (Yeast Extract), Sodium Hyaluronate, Carbomer, Tetrasodium EDTA, Sodium Hydroxide, Caprylic/Capric Triglyceride, Glyceryl Acrylate/Acrylic Acid Copolymer, Caramel, Maltodextrin, Parfum (Fragrance), BHT, Citronellol, Phenoxyethanol.",0,0,0,0,0
Face Mask,KIEHL'S SINCE 1851,Rare Earth Deep Pore Cleansing Masque,33,4.7,"Water, Kaolin, Bentonite, Propanediol, Glycerin, CI 77891/Titanium Dioxide, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Zea Mays Starch/Corn Starch, Phenoxyethanol, Ceteareth-20, Caprylyl Glycol, Xanthan Gum, Ethylhexylglycerin, Tocopherol, Lecithin, Aloe Barbadensis/Aloe Barbadensis Leaf Juice, Avena Sativa Flour/Oat Kernel Flour, Allantoin.",0,0,0,0,0
Face Mask,FRESH,Black Tea Instant Perfecting Mask,92,4.3,"Water, Glycerin, Rice Ferment Filtrate (Sake), Caprylic/Capric Triglyceride, Pentylene Glycol, Sodium Polyacrylate, Betaine, Saccharomyces Ferment Filtrate, Camellia Sinensis Leaf Extract, Avena Sativa (Oat) Kernel Extract, Vitis Vinif- era (Grape) Seed Oil, Litchi Chinensis Seed Extract, Rubus Fruticosus (Blackberry) Leaf Extract, Rosa Damascena Flower Oil, Sodium Hyaluronate, Adenosine, Tocopheryl Ac- etate, Tocopherol, Ethylhexyl Palmitate, Poloxamer 407, Butylene Glycol, Parfum (Fragrance), Hydrogenated Lecithin, Menthoxypropanediol, Maltodextrin, Silica, CI 77891 (Titanium Dioxide), Trihydroxystearin, Hydroxyethylcellulose, Disodium EDTA, Sodium Citrate, Caprylyl Glycol, Citric Acid, Caramel, Hexylene Glycol, Potassium Sorbate, BHT, Biotin, Phenoxyethanol, Linalool.",0,0,0,0,0
Face Mask,SUMMER FRIDAYS,Overtime Mask,44,4.5,"-Pumpkin: Packed with fruit enzymes, vitamin A, and vitamin C to smooth and brighten skin. -Apricot Seed Powder: Natural gentle exfoliating powder that removes dead skin cells and helps circulate blood flow to skin. -Beta Carotene: Supports natural cell turnover, creating a natural-looking glow.",1,1,1,1,0
Face Mask,SEPHORA COLLECTION,Face Mask,6,4.3,"Water, Butylene Glycol, Glycerin, Betaine, Aloe Barbadensis Leaf Juice, 1,2-Hexanediol, Hydroxyacetophenone, Xanthan Gum, Sargassum Muticum Extract, Moringa Pterygosperma Seed Extract, Parfum (Fragrance), Phenoxyethanol, Leuconostoc/Radish Root Ferment Filtrate, Vitis Vinifera (Grape) Fruit Extract, Citric Acid, Potassium Sorbate, Sodium Benzoate, Vitis Vinifera (Grape) Leaf Extract.",1,1,1,1,1
Face Mask,ORIGINS,Mini Mask Musts,28,4.1,"-Charcoal: Acts like a magnet to draw out deep-dwelling pore-cloggers. -Apricot Kernel Oils: Quench compromised moisture reserves and help build a reservoir for tomorrow. -Willowherb: Fights dullness and discoloration, helping visibly restore radiance to skin. -Camphor: Rapidly soaks up oily-shine, sloughs off dead cells, and sweeps away debris. Clear Improvement™ Active Charcoal Mask to Clear Pores: Water, Myrtus Communis (Myrtle) Leaf Water, Kaolin, Bentonite, Butylene Glycol, Montmorillonite, Polysorbate 20, PEG-100 Stearate, Charcoal Powder, Xanthan Gum, Lecithin, PEG-150 Distearate, Propylene Glycol Stearate, Sorbitan Laurate, Glycerin, Propylene Glycol Laurate, Simethicone, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Trisodium EDTA, Dehydroacetic Acid, Phenoxyethanol. Drink Up™ Intensive Overnight Mask to Quench Skin’s Thirst: Water, Rosa Damascena (Rose) Flower Water, Myrtus Communis (Myrtle) Leaf Water, Citrus Aurantium Amara (Bitter Orange) Flower Water, Anthemis Nobilis (Chamomile) Flower Extract, Glycerin, Cetyl Alcohol, Glyceryl Polymethacrylate, Dimethicone, Peg-75, Peg-8, Glycereth-26, Sorbitan Stearate, Ribes Nigrum (Black Currant) Seed Oil*, Prunus Amygdalus Amara (Bitter Almond) Kernel Oil*, Cinnamomum Camphora (Camphor) Bark Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Prunus Armeniaca (Apricot) Kernel Oil*, Osmanthus Fragrans Flower Extract, Rosa Damascena Extract, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Linalool, Limonene, Aloe Barbadensis Leaf Extract, Cladosiphon Okamuranus Extract, Oryza Sativa (Rice) Extract, Avena Sativa (Oat) Kernel Extract, Olea Europaea (Olive) Fruit Extract, Triticum Vulgare (Wheat) Bran Extract, Peg-100 Stearate, Sucrose**, Citrus Aurantium Dulcis (Orange) Peel Wax, Panthenol, Pantethine, Cetyl Ethylhexanoate, Mangifera Indica (Mango) Seed Butter, Prunus Armeniaca (Apricot) Kernel Oil, Persea Gratissima (Avocado) Oil, Butylene Glycol, Cetearyl Alcohol, Cocos Nucifera (Coconut) Oil, Phytosterols, Tocopheryl Acetate, Oryzanol, Bisabolol, Caprylyl Glycol, Potassium Hydroxide, Caffeine, Hexylene Glycol, Sodium Hyaluronate, Dextrin, Carbomer, Disodium Edta, Sodium Dehydroacetate, Phenoxyethanol. Original Skin™ Retexturizing Mask with Rose Clay: Water, Butylene Glycol, Kaolin, Montmorillonite, Polysorbate 20, Jojoba Esters, Peg-100 Stearate, Bentonite, Glycerin, Citrus Grandis (Grapefruit) Peel Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Amyris Balsamifera Bark Oil*, Salvia Sclarea (Clary) Oil*, Anthemis Nobilis Flower Oil*, Rosa Centifolia Flower Extract, Limonene, Linalool, Geraniol, Epilobium Angustifolium Flower\Leaf\Stem Extract, Castanea Sativa (Chestnut) Seed Extract, Albizia Julibrissin Bark Extract, Lecithin, Ethylhexylglycerin, Caprylyl Glycol, Propylene Glycol Laurate, Propylene Glycol Stearate, Peg-150 Distearate, Hypnea Musciformis (Algae) Extract, Gellidiela Acerosa (Algae) Extract, Simethicone, Sodium Hyaluronate, Sorbitan Laurate, Hexylene Glycol, Dehydroacetic Acid, Xanthan Gum, Trisodium Edta, Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499). GinZing™ Peel-Off Mask to Refine & Refresh: Water, Alcohol Denat., Polyvinyl Alcohol, Zea Mays (Corn) Starch, Silica, Hexylene Glycol, Citrus Limon (Lemon) Peel Oil*, Citrus Grandis (Grapefruit) Peel Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Limonene, Linalool, Citral, Panax Ginseng (Ginseng) Root Extract, Pyrus Malus (Apple) Fruit Extract, Algae Extract, Camellia Sinensis (Green Tea) Leaf Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Peel Extract, Saccharum Officinarum (Sugar Cane) Extract/Extrait De Canne Sucre, Isoceteth-20, Caffeine, Xanthan Gum, Aminomethyl Propanol, Carbomer, Phenoxyethanol, Mica, Iron Oxides (Ci 77491), Titanium Dioxide (Ci 77891) * Essential Oil. Out of Trouble™ 10 Minute Mask: Water, Cetyl Esters, Zinc Oxide, Titanium Dioxide, Cetyl Alcohol, Cetearyl Alcohol, Glycerin, Glyceryl Stearate, Peg-100 Stearate, Camphor, Ceteareth-20, Salicylic Acid, Colloidal Sulfur, Butylene Glycol, Bentonite, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol. Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,1,1,1,0
Face Mask,LA MER,The Lifting and Firming Mask,250,4.9,"Declustered Water (-)/Aqua/Eau De-Structuree (-), Declustered Water (+)/Aqua/Eau De-Structuree (+), Dimethicone, Hdi/Trimethylol Hexyllactone Crosspolymer, Cyclopentasiloxane, Hydrogenated Polyisobutene, Hydrogenated Vegetable Oil, Caprylic/Capric/Myristic/Stearic Triglyceride, Polysilicone-11, Peg-100 Stearate, Peg-8 Dimethicone, Peg-10 Dimethicone, Algae (Seaweed) Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Vitis Vinifera (Grape) Seed Extract, Citrus Aurantifolia (Lime) Peel Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Crithmum Maritimum Extract, Eryngium Maritimum Extract, Polygonum Cuspidatum Root Extract, Silybum Marianum (Lady'S Thistle) Extract, Bupleurum Falcatum Root Extract, Humulus Lupulus (Hops) Extract, Citrus Reticulata (Tangerine) Peel Extract, Mimosa Tenuiflora Bark Extract, Narcissus Tazetta Bulb Extract, Chlorella Vulgaris Extract, Saccharomyces Lysate Extract, Prunus Mume Fruit Extract, Whey Protein/Lactis Protein/Proteine Du Petit-Lait, Gelidium Cartilagineum Extract, Glycerin, Coenzyme A, Micrococcus Lysate, Laminaria Digitata Extract, Rosmarinus Officinalis (Rosemary) Extract, Laminaria Ochroleuca Extract, Punica Granatum (Pomegranate) Fruit Juice, Sorbitol, Corallina Officinalis Extract, Molasses Extract/Saccharum Officinarum/Extrait De Melasse, Glycine Soja (Soybean) Seed Extract, Tourmaline, Caffeine, Linolenic Acid, Hydrogenated Lecithin, Gold, Hydrolyzed Wheat Protein, Glycosaminoglycans, Palmitoyl Oligopeptide, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Bifida Ferment Lysate, Alcaligenes Polysaccharides, Butylene Glycol, Tetraacetylphytosphingosine, Dipotassium Glycyrrhizate, Lecithin, Acetyl Glucosamine, Sodium Hyaluronate, Laureth-23, Acetyl Hexapeptide-8, Linoleic Acid, Dipalmitoyl Hydroxyproline, Propylene Glycol Diethylhexanoate, Yeast Extract/Faex/Extrait De Levure, Caprylic/Capric Triglyceride, Laureth-4, Tocopheryl Acetate, Diethylhexyl Syringylidenemalonate, Pentylene Glycol, Peg-8, Potassium Sorbate, Yeast Polysaccharides, Hydroxypropyl Cyclodextrin, Nordihydroguaiaretic Acid, Cyclodextrin, Maltodextrin, Sucrose, Glyceryl Polymethacrylate, Fragrance, Polymethylsilsesquioxane, Silica, Ethylbisiminomethylguaiacol Manganese Chloride, Disodium Edta, Phenoxyethanol, Linalool, Hydroxycitronellal, Citronellol, Geraniol, Limonene, Green 5 (Ci 61570)",0,0,0,0,0
Face Mask,SAND & SKY,Australian Pink Clay Porefining Face Mask,49,4.7,"Kaolin (Australian Clay), Water, Bentonite,  Aloe Barbadensis (Aloe Vera) Leaf Juice, Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract, Centipeda Cunninghamii Extract (Old Man’s Weed), Glycyrrhiza Glabra (Liquorice) Root Extract, Tocopheryl Acetate (Vitamin E), Undaria Pinnatifda (Kelp) Extract, Hamamelis Virginiana (Witch Hazel) Bark/Twig Extract, Punica Granatum (Pomegranate) Sterols, Garcinia Mangostana (Mangosteen) Fruit Extract, Rosmarinus Ofcinalis (Rosemary) Leaf Extract, Phenoxyethanol, Dehydroacetic Acid, Lactic Acid, CI 77491, Parfum*, Glycerin, Benzyl Alcohol, Limonene.  *Natural",1,1,1,1,0
Face Mask,DR. JART+,Sheet Masks,7,4.2,"Chamomilla Recutita (Matricaria) Flower Water, Butylene Glycol, 1,2-Hexanediol, Glycerin, PEG-32, Hamamelis Virginiana (Witch Hazel) Extract, Glycereth-26, Sodium Hyaluronate, Hydrolyzed Collagen, Cereus Grandiflorus (Cactus) Flower Extract, Olea Europaea (Olive) Fruit Extract, Panthenol, Polyphosphorylcholine Glycol Acrylate, Arginine, PEG-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Disodium EDTA.",1,1,1,1,1
Face Mask,ORIGINS,Clear Improvement® Active Charcoal Mask to Clear Pores,28,4.3,"Water; Myrtus Communis (Myrtle) Leaf Water, Kaolin, Bentonite, Butylene Glycol, Montmorillonite, Polysorbate 20, Peg-100 Stearate, Charcoal Powder, Xanthan Gum, Lecithin, Peg-150 Distearate, Propylene Glycol Stearate, Sorbitan Laurate, Glycerin, Propylene Glycol Laurate, Simethicone, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Trisodium Edta, Dehydroacetic Acid, Phenoxyethanol Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,1,1,1,1
Face Mask,ORIGINS,Drink Up™ Intensive Overnight Mask to Quench Skin's Thirst,28,4.6,"Water; Rosa Damascena (Rose) Flower Water, Myrtus Communis (Myrtle) Leaf Water, Citrus Aurantium Amara (Bitter Orange) Flower Water, Anthemis Nobilis (Chamomile) Flower Extract, Glycerin, Cetyl Alcohol, Glyceryl Polymethacrylate, Dimethicone, Peg-75, Peg-8, Glycereth-26, Sorbitan Stearate, Ribes Nigrum (Black Currant) Seed Oil*, Prunus Amygdalus Amara (Bitter Almond) Kernel Oil*, Cinnamomum Camphora (Camphor) Bark Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Prunus Armeniaca (Apricot) Kernel Oil*, Osmanthus Fragrans Flower Extract, Rosa Damascena Extract, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Linalool, Limonene, Aloe Barbadensis Leaf Extract, Cladosiphon Okamuranus Extract, Oryza Sativa (Rice) Extract, Avena Sativa (Oat) Kernel Extract, Olea Europaea (Olive) Fruit Extract, Triticum Vulgare (Wheat) Bran Extract, Peg-100 Stearate, Sucrose**, Citrus Aurantium Dulcis (Orange) Peel Wax, Panthenol, Pantethine, Cetyl Ethylhexanoate, Mangifera Indica (Mango) Seed Butter, Prunus Armeniaca (Apricot) Kernel Oil, Persea Gratissima (Avocado) Oil, Butylene Glycol, Cetearyl Alcohol, Cocos Nucifera (Coconut) Oil, Phytosterols, Tocopheryl Acetate, Oryzanol, Bisabolol, Caprylyl Glycol, Potassium Hydroxide, Caffeine, Hexylene Glycol, Sodium Hyaluronate, Dextrin, Carbomer, Disodium Edta, Sodium Dehydroacetate, Phenoxyethanol * Essential Oil** Organic Sucrose (Brown Sugar) Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",0,0,0,0,0
Face Mask,PETER THOMAS ROTH,24K Gold Pure Luxury Lift & Firm Hydra-Gel Eye Patches,75,4.1,"Water, Glycerin, Carrageenan, Butylene Glycol, Ceratonia Siliqua (Carob) Gum, Colloidal Gold, Sodium Hyaluronate, Hydrolyzed Collagen, Caffeine, Niacinamide, Aloe Barbadensis Leaf Juice Powder, Tocopheryl Acetate, Allantoin, Jania Rubens Extract, Adenosine, Lavandula Angustifolia (Lavender) Oil, Ricinus Communis (Castor) Seed Oil, Calcium Lactate, Xanthan Gum, Disodium EDTA, Peg-60 Hydrogenated Castor Oil, Synthetic Fluorphlogopite, Mica, Tin Oxide, Chlorphenesin, Phenoxyethanol, Gold (Ci 77480), Iron Oxides (Ci 77491), Titanium Dioxide (Ci 77891).",1,1,1,1,1
Face Mask,TATCHA,Violet-C Radiance Mask,68,4.1,* Hadasei-3,1,1,1,1,1
Face Mask,BOSCIA,Luminizing Black Charcoal Mask,34,3.9,"Water, Polyvinyl Alcohol, Hamamelis Virginiana (Witch Hazel) Water, Glycereth-26, Butylene Glycol, Glycerin, Pentylene Glycol, Montmorillonite, Polysorbate 20, Acrylates/Palmeth-25 Acrylate Copolymer, Acrylates Copolymer, Lonicera Japonica (Honeysuckle) Flower Extract, Xanthan Gum, Ascorbyl Glucoside, Lonicera Caprifolium (Honeysuckle) Flower Extract, Diglycerin, Simmondsia Chinensis (Jojoba) Seed Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Pinus Pinaster Bark Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Eucalyptus Globulus Leaf Oil, Charcoal Powder, Iron Oxides (CI 77499).",1,1,1,1,1
Face Mask,SEPHORA COLLECTION,Experiential Masks Set,18,5.0,"The Charcoal Mask: Water, Glycerin, Hydroxyethyl Urea, Alcohol Denat., 1,2-Hexanediol, Phenoxyethanol, Butylene Glycol, Epilobium Fleischeri Extract, Coceth-7, Hydrolyzed Jojoba Esters, PPG-1-PEG-9 Lauryl Glycol Ether, Betaine, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, PEG-40 Hydrogenated Castor Oil, Arginine, Carbomer, Ethylhexylglycerin, Fragrance, Disodium EDTA, Citric Acid, Charcoal Powder, Polysorbate 60, Sorbitan Isostearate, Potassium Sorbate, Tocopherol. The Mud Mask: Water, Bentonite, Kaolin, Propanediol, Cetyl Alcohol, Dimethicone, Glycerin, Benzyl Glycol, Panthenol, Illite, Glyceryl Stearate, PEG-100 Stearate, 1,2-Hexanediol, Polyacrylamide, Phenoxyethanol, Dipotassium Glycyrrhizate, Montmorillonite, Ethylhexylglycerin, Allantoin, C13-14 Isoparaffin, Saccharide Isomerate, Chromium Oxide Greens (Ci 77288), Xanthan Gum, Fragrance, Citric Acid, Disodium EDTA, Laureth-7, Raspberry Ketone, Sodium Citrate, Tocopherol. The Bubble Mask: Water, Glycerin, Disiloxane, Propanediol, Acrylates Copolymer, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Decyl Glucoside, 1,2-Hexanediol, Sodium Chloride, Hydroxyacetophenone, Fragrance, Potassium Olivate, Arginine, Phenoxyethanol, Ethylhexylglycerin, Aloe Barbadensis Leaf Extract, Disodium EDTA, Benzyl Alcohol, Hexylene Glycol, Spirulina Platensis Extract, Bioflavonoids, Sodium Benzoate, Malic Acid, Brassica Oleracea Italica (Broccoli) Extract, Potassium Sorbate, Tocopherol, Maltodextrin, Persea Gratissima (Avocado) Fruit Extract. The Primer Mask: Water, Glycerin, Ethylhexyl Stearate, Methylpropanediol, Caprylic/Capric Triglyceride, Niacinamide, Xylitylglucoside, PEG-450, Titanium Dioxide (Ci 77891), Anhydroxylitol, Cetearyl Alcohol, Glyceryl Stearate, Hydroxyacetophenone, Xylitol, Caprylic/Capric Glycerides, Panthenol, Carbomer, Glucose, Allantoin, Tromethamine, Xanthan Gum, Polymethylsilsesquioxane, Butylene Glycol, Fragrance, Tocopheryl Acetate, Silica, Ethylhexylglycerin, Chondrus Crispus (Carrageenan) Extract, 1,2-Hexanediol, Dipotassium Glycyrrhizate, Lonicera Japonica Flower Extract (Lonicera Japonica (Honeysuckle) Flower), Disodium EDTA, Phenoxyethanol, Lonicera Caprifolium (Honeysuckle) Flower Extract, Gossypium Herbaceum (Cotton) Extract, Mica, Althaea Rosea Flower Extract, Red 33 (Ci 17200), Potassium Sorbate, Sodium Benzoate, Citric Acid.",1,1,1,1,0
Face Mask,ESTÉE LAUDER,Advanced Night Repair Concentrated Recovery PowerFoil Mask,80,4.0,"Advanced Night Rpr Powerfoil Mask Division: El (Estee Lauder)Ingredients: Water , Methyl Gluceth-20 , Peg-75 , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Propanediol , Glycereth-26 , Cladosiphon Okamuranus Extract , Garcinia Mangostana Peel Extract , Magnolia Officinalis Bark Extract , Silybum Marianum (Lady'S Thistle) Extract , Echinacea Purpurea (Coneflower) Extract , Limonium Vulgare Flower/Leaf/Stem Extract , Lactobacillus Ferment , Betula Alba (Birch) Extract , Hydrolyzed Algin , Acetyl Dipeptide-1 Cetyl Ester , Coffea Arabica (Coffee) Seed Extract , Hydrolyzed Rice Extract , Poria Cocos Sclerotium Extract , Algae Extract , Squalane , Yeast Extract/Faex/Extrait De Levure , Caffeine , Peg-8 Glyceryl Isostearate , Glycerin , Artemia Extract , Lecithin , Glycine , Anthemis Nobilis (Chamomile) , Sodium Hyaluronate , Oleth-3 Phosphate , Caprylyl Glycol , Tocopheryl Acetate , Carbomer , Dextrin , Sodium Hydroxide , Xanthan Gum , Laureth-3 , Hydroxyethylcellulose , Trisodium Edta , Phenoxyethanol",0,0,0,0,0
Face Mask,KORA ORGANICS,Turmeric 2-in-1 Brightening & Exfoliating Mask,48,4.6,**From essential oils.,1,1,1,1,1
Face Mask,PETER THOMAS ROTH,Pumpkin Enzyme Mask Enzymatic Dermal Resurfacer,58,4.7,"Water, Cucurbita Pepo (Pumpkin), Alumina, Glycerin, Triethanolamine, Carbomer, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Sodium Lactate, Ascorbic Acid, Tocopheryl Acetate, Retinyl Palmitate, BHT, Sodium Hyaluronate, Leuconostoc/Radish Root Ferment Filtrate, Helianthus Annuus (Sunflower) Seed Oil, Citric Acid, Disodium EDTA, Benzoic Acid, Sorbic Acid, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Phenoxyethanol, Benzyl Alcohol, Cinnamal, Fragrance.",1,1,1,1,0
Face Mask,SK-II,Overnight Miracle Mask,105,3.8,"Galactomyces Ferment Filtrate*, Water, Glycerin, Butylene Glycol, Xylitol, Dipropylene Glycol, Cyclopentasiloxane, Dimethicone, Fragrance, Aluminum Starch Octenylsuccinate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glycereth-25 Pca Isostearate, Aminomethyl Propanol, Dimethiconol, Polymethylsilsesquioxane, Mica, Sodium Benzoate, Phenoxyethanol, Methylparaben, Disodium Edta, Albizia Julibrissin Bark Extract, Methicone, Ci 77891, Ci 77492. *Pitera.",1,1,1,1,1
Face Mask,GLOW RECIPE,Watermelon Glow Sleeping Mask Mini,22,3.7,"Water, Sodium Hyaluronate, Glycerin, Caulerpa Lentillifera (Seaweed) Extract, Simethicone, Citrullus Lanatus (Watermelon) Fruit, Silica, Propanediol, Glycolic Acid, Lactic Acid, Cucurbita Pepo (Pumpkin) Fruit Extract, Punica Granatum (Pomegranate) Fruit Extract, Musa Sapientum (Banana) Fruit Extract , Paeonia Suffruticosa (Peony) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Ipomoea Batatas (Sweet Potato) Root Extract, Betaine, Beta Glucan, Hydroxyethylcellulose, Xanthan Gum, Alcohol, Fragrance.",1,1,1,1,1
Face Mask,DR. JART+,Lover Rubber Masks,12,4.1,"Water, Methylpropanediol, Chondrus Crispus Extract, Glycerin, 1,2-Hexanediol, Algin, Calcium Lactate, Butylene Glycol, Codium Fragile Extract, EnteromorphaCompressa Extract, Chlorella Minutissima Extract, Dipotassium Glycyrrhizate,Panthenol, Allantoin, PEG-60 Hydrogenated Castor Oil, Titanium Dioxide, Polymethylsilsesquioxane, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract,Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruit Extract, Aloe BarbadensisFlower Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Ocimum SanctumLeaf Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract,Silica, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, CitrusGrandis (Grapefruit) Peel Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, RosmarinusOfficinalis (Rosemary) Leaf Oil, Eucalyptus Globulus Leaf Oil, Lavandula Angustifolia(Lavender) Oil, Disodium EDTA, Ceratonia Siliqua Gum, Sucrose, PotassiumChloride, Xanthan Gum, Citric Acid, Sodium Citrate, Phenoxyethanol, Ethylhexylglycerin.",1,1,1,1,1
