Date,Activity Id,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
2013-06-08 07:45:08,b144b295-a4a7-4065-b9f1-0cf24dcf378e,Running,,6.35,33:51,5:20,11.24,455.0,36,,,,2013-06-08-074508.gpx
2013-06-03 07:04:59,d091607e-10a2-467a-93d6-f2c54d47a0d9,Walking,,1.33,11:59,9:03,6.63,76.0,5,,,,2013-06-03-070459.gpx
2013-06-01 07:24:07,45431395-0b88-4709-9477-22ddc6333f71,Running,,12.57,1:06:30,5:18,11.33,898.0,67,,,,2013-06-01-072407.gpx
2013-05-28 07:16:32,8f49ef93-f404-4abe-9925-adf9cd7a330e,Running,,6.5,24:17,3:44,16.05,361.0,30,,,,2013-05-28-071632.gpx
2013-05-21 18:45:38,ff3611e3-eb35-4a44-bafa-4a8696fcf8aa,Running,,11.63,1:00:35,5:12,11.52,833.0,63,,,,2013-05-21-184538.gpx
2013-05-11 08:06:42,4c1d24a6-fd63-46b3-8379-16fc55a506a9,Running,,6.15,31:38,5:08,11.67,420.0,32,,,,2013-05-11-080642.gpx
2013-05-09 17:24:19,b22dfd09-a8df-4796-86e4-e4d00ca151f6,Cycling,,15.47,38:08,2:28,24.33,339.0,88,,,,2013-05-09-172419.gpx
2013-05-09 09:20:00,17f6a5bb-983c-4207-8cbe-9e3fc66e99fb,Running,,6.53,40:00,6:08,9.79,430.0,0,,,,
2013-05-05 14:26:37,4370c545-ff6f-4829-967d-b0dbd0b54798,Cycling,,20.3,1:06:29,3:17,18.31,498.0,97,,,,2013-05-05-142637.gpx
2013-05-05 09:13:02,23fdde24-02f1-4e54-9e0a-f05db884dc5b,Running,,6.41,33:58,5:18,11.33,454.0,34,,,,2013-05-05-091302.gpx
2013-05-04 08:47:51,1f942355-8c6a-4ef4-87fd-36a1e99f5a3f,Running,,3.15,16:35,5:16,11.38,225.0,16,,,,2013-05-04-084751.gpx
2013-05-02 08:36:30,0b4fc38b-5a1d-4b1f-887c-e643f5cb5624,Running,,6.21,32:51,5:18,11.33,445.0,36,,,,2013-05-02-083630.gpx
2013-05-01 08:14:59,911ec4f7-a0ec-4385-971d-d5c63fba60de,Running,,6.22,32:29,5:13,11.48,446.0,34,,,,2013-05-01-081459.gpx
2013-04-29 18:48:30,f157d4ff-bbf3-47e9-b07c-58f692ef9e6f,Walking,,1.37,22:39,16:30,3.64,95.0,10,,,,2013-04-29-184830.gpx
2013-04-29 13:10:14,313fbef4-deeb-4da5-b1b2-ecee74cba0f6,Walking,,3.83,38:30,10:04,5.96,255.0,25,,,,2013-04-29-131014.gpx
2013-04-28 17:26:52,ea228333-1dc2-4798-90e6-d4b7aa93545c,Cycling,,13.87,48:27,3:30,17.17,341.0,133,,,,2013-04-28-172652.gpx
2013-04-28 10:56:47,7f6060d2-2bed-4370-8baa-c2c74164ec2d,Walking,,1.32,13:48,10:30,5.72,67.0,5,,,,2013-04-28-105647.gpx
2013-04-28 09:02:23,cec17320-57d8-411b-af44-10f6f769b89b,Running,,3.12,16:36,5:19,11.28,224.0,17,,,,2013-04-28-090223.gpx
2013-04-24 18:31:02,75670af6-0184-4f69-9df5-40020f998a66,Running,,6.25,29:29,4:43,12.71,399.0,33,,,,2013-04-24-183102.gpx
2013-04-18 21:48:44,71e7c467-b916-4c78-870e-bdd2d1d2d03b,Walking,,1.5,24:41,16:28,3.64,86.0,9,,,,2013-04-18-214844.gpx
2013-04-17 19:27:15,3d9dd7e0-dbbe-4eaa-9419-66c80a795702,Running,,6.48,32:49,5:04,11.84,452.0,37,,,,2013-04-17-192715.gpx
2013-04-13 08:51:29,2c971ecf-efdd-4a3d-be67-ba249aa5557a,Running,,6.34,33:02,5:13,11.51,454.0,33,,,,2013-04-13-085129.gpx
2013-03-20 18:49:59,4f96c2a3-06f9-4061-9691-ed17e73bc918,Running,,7.04,40:12,5:43,10.5,490.0,0,,,,2013-03-20-184959.gpx
2013-03-13 18:59:51,7b7594d4-8fd9-4dec-b8a8-ce1ac7cd0e6c,Running,,6.41,37:48,5:54,10.17,461.0,35,,,,2013-03-13-185951.gpx
2013-03-11 18:27:56,fa653f20-dd82-443d-99b9-c1d5cac5755d,Walking,,1.86,16:39,8:56,6.72,116.0,16,,,,2013-03-11-182756.gpx
2013-02-28 18:46:54,390a66d3-5bce-4af5-acdc-38d4ebf58963,Running,,10.3,1:02:36,6:05,9.87,739.0,67,,,,2013-02-28-184654.gpx
2013-02-26 18:37:02,3c4a82e7-36bb-40cd-b5d4-0ab611b0987f,Running,,9.53,54:44,5:45,10.45,683.0,52,,,,2013-02-26-183702.gpx
2013-02-22 19:23:38,df659987-77a5-4c7b-8633-74dbb15d3390,Running,,6.32,35:58,5:41,10.55,454.0,35,,,,2013-02-22-192338.gpx
2013-02-20 18:43:56,d55c811c-8a0e-4222-857c-58552d95ccc8,Running,,9.59,52:35,5:29,10.94,687.0,52,,,,2013-02-20-184356.gpx
2013-02-15 18:46:00,e7fea3e7-d1c2-4852-bbc0-5b50b4d3dbaa,Running,,9.48,50:29,5:20,11.27,655.0,51,,,,2013-02-15-184600.gpx
2013-02-06 18:58:31,c8aec0f4-aeb4-49e3-8196-2b42c40250e1,Running,,3.07,8:54,2:54,20.72,103.0,9,,,,2013-02-06-185831.gpx
2013-01-23 18:38:29,0ee9afe5-668e-4801-9fd3-6208ec87f2e6,Running,,8.65,50:13,5:48,10.34,614.0,45,,,,2013-01-23-183829.gpx
2013-01-19 09:58:50,98321fac-a333-47d7-b568-1c609096a08f,Running,,3.39,15:56,4:42,12.75,190.0,15,,,,2013-01-19-095850.gpx
2013-01-15 18:40:08,7c512661-6a01-4ef0-80dd-b8119d5f8a59,Running,,6.72,32:42,4:52,12.34,398.0,32,,,,2013-01-15-184008.gpx
2013-01-12 08:39:55,3a08d9a1-fc17-4002-80c1-419700be1e22,Running,,3.09,20:07,6:31,9.21,201.0,13,,,,2013-01-12-083955.gpx
2013-01-02 18:35:11,57ff5696-7610-4296-903a-88c63c207603,Running,,5.47,31:24,5:45,10.44,392.0,28,,,,2013-01-02-183511.gpx
2012-12-22 08:29:13,d7cceab2-22af-4472-9dea-5380ebe7ecd4,Running,,3.05,18:44,6:09,9.76,216.0,17,,,,2012-12-22-082913.gpx
2012-12-15 09:43:53,d29db938-2212-4ea2-9f5c-4ddc42a14510,Running,,3.14,20:08,6:25,9.36,227.0,18,,,,2012-12-15-094353.gpx
2012-12-08 08:37:38,f7eca580-962a-41b8-90ad-e7369b2f2dd7,Running,,3.21,18:50,5:53,10.21,228.0,18,,,,2012-12-08-083738.gpx
2012-12-04 18:52:39,9da5a18d-925d-41d4-9468-c4a1e3b29185,Running,,6.63,32:05,4:50,12.39,406.0,30,,,,2012-12-04-185239.gpx
2012-12-01 08:21:18,b5f841a8-d2e1-47b2-adc5-14bf65172db3,Running,,3.31,18:07,5:28,10.97,230.0,18,,,,2012-12-01-082118.gpx
2012-11-28 18:58:02,cca72ec6-e859-453e-b099-0425b5372062,Running,,6.28,37:29,5:58,10.04,450.0,35,,,,2012-11-28-185802.gpx
2012-11-24 08:57:47,0cec5506-32bd-423c-b651-b76718eaba89,Running,,2.65,14:07,5:20,11.27,186.0,15,,,,2012-11-24-085747.gpx
2012-11-18 09:51:18,fc685fa0-d2b5-4984-b336-af3e578f456d,Running,,3.18,17:13,5:25,11.09,228.0,18,,,,2012-11-18-095118.gpx
2012-11-10 08:37:49,6660d9fc-c010-4de8-8d42-8ec5857a2493,Running,,2.85,16:52,5:55,10.14,205.0,16,,,,2012-11-10-083749.gpx
2012-11-07 18:54:35,9a0c4163-980c-45a3-a553-1c48503b0cbc,Running,,4.79,27:16,5:42,10.53,340.0,23,,,,2012-11-07-185435.gpx
2012-11-04 18:59:06,3909e197-5ff0-4f6d-8508-358d2da68249,Walking,,1.22,12:05,9:54,6.07,67.0,10,,,,2012-11-04-185906.gpx
2012-10-23 18:43:56,1387c891-e974-4c9f-9e52-3d211fb12a68,Running,,5.2,29:26,5:40,10.59,371.0,27,,,,2012-10-23-184356.gpx
2012-10-20 08:37:33,e91aba7a-6bc5-418a-98f4-e6b23d80e7e5,Running,,3.18,19:28,6:07,9.8,228.0,18,,,,2012-10-20-083733.gpx
2012-10-18 18:39:07,9beb9122-ddc7-4e0b-ac94-7c3064fcf669,Running,,3.7,19:17,5:13,11.51,264.0,20,,,,2012-10-18-183907.gpx
2012-10-16 20:27:31,20e33458-ae07-4b47-92d8-5d565666216a,Running,,1.28,13:17,10:24,5.77,69.0,9,,,,2012-10-16-202731.gpx
2012-09-22 08:56:08,07b5c213-ee70-4499-ad44-fd8cfe3f2fb5,Running,,3.16,16:26,5:13,11.52,225.0,18,,,,2012-09-22-085608.gpx
2012-09-15 08:05:15,94a6d776-4746-4fab-9923-e8d443888e9c,Running,,3.11,16:58,5:28,10.98,223.0,18,,,,2012-09-15-080515.gpx
2012-09-08 08:35:02,730f5507-59cc-43e6-b696-387f0946c57e,Running,,3.27,15:55,4:52,12.32,231.0,15,,,,2012-09-08-083502.gpx
2012-09-04 19:12:17,9a6868f1-a41c-435e-9775-d7a803aa61ad,Running,,6.26,32:35,5:12,11.53,455.0,34,,,,2012-09-04-191217.gpx
2012-09-03 15:25:22,a5be0bd3-03ae-430e-bcc8-c4a02d0a921e,Walking,,2.49,26:58,10:51,5.53,189.0,14,,,,2012-09-03-152522.gpx
2012-09-03 13:20:56,1295cefc-d712-4e02-8915-61cf3dc4a4b8,Walking,,4.29,39:25,9:12,6.53,316.0,112,,,,2012-09-03-132056.gpx
2012-09-02 08:41:31,4a9e2e1b-3a98-4630-8a89-3632aea5559a,Running,,3.14,16:16,5:11,11.56,230.0,18,,,,2012-09-02-084131.gpx
2012-08-30 07:10:21,3067c059-dd1a-4df7-90b7-5e30b9d7e355,Walking,,1.43,15:12,10:40,5.63,77.0,7,,,I was feeling sick,2012-08-30-071021.gpx
2012-08-29 18:19:26,bad065da-c772-4acc-a986-bc60aafa9473,Walking,,1.34,13:14,9:55,6.05,82.0,16,,,,2012-08-29-181926.gpx
2012-08-29 08:21:43,5c8520ac-6d45-4c1d-b0a9-61e9c689c1fd,Walking,,1.48,14:48,10:02,5.98,89.0,6,,,,2012-08-29-082143.gpx
2012-08-28 19:43:52,159e2b06-5808-4204-9d86-013132be67af,Walking,,1.46,13:24,9:12,6.52,87.0,13,,,,2012-08-28-194352.gpx
2012-08-28 07:06:57,f5218490-a372-44c8-bb20-de3b91984cbe,Walking,,1.57,13:39,8:41,6.91,926743.0,7,,,,2012-08-28-070657.gpx
2012-08-24 12:59:42,018f66a7-da5e-4985-a8fe-725a33317c87,Walking,,1.48,17:56,12:09,4.94,942192.0,12,,,,2012-08-24-125942.gpx
2012-08-24 10:12:16,7acec95a-d63d-435d-837c-7befb352f500,Walking,,1.49,13:43,9:14,6.49,924486.0,9,,,,2012-08-24-101216.gpx
2012-08-24 08:13:12,f790bdb2-b921-4018-bd39-d59d870c5847,Running,,3.15,16:00,5:05,11.82,2288868.0,17,,,,2012-08-24-081312.gpx
2012-08-22 18:53:54,706d4d6b-767d-40aa-81c9-e5e85a102051,Running,,5.69,31:08,5:29,10.95,4072685.0,32,,,,2012-08-22-185354.gpx
